country,station id,date,rain (in),temperature (F),relative humidity (%),specific humidity (g/kg)
India,428090,01-14-2008,0,64.1,60.79817,7.797173
India,428090,01-15-2008,0,64.6,58.00322,7.568796
India,428090,01-16-2008,0,64.8,59.77116,7.855473
India,428090,01-17-2008,0,65.4,67.51583,9.067359
India,428090,01-18-2008,0,68.5,63.81753,9.542572
India,428090,01-19-2008,0,73.7,70.06684,12.52275
India,428090,01-20-2008,0,77.2,69.67354,14.00612
India,428090,01-21-2008,0,69.4,71.40226,11.02092
India,428090,01-22-2008,0,66.6,65.23877,9.134431
India,428090,01-23-2008,0,65.2,60.9318,8.121721
India,428090,01-24-2008,NA,63.6,79.79377,10.0695
India,428090,01-25-2008,0.71,61.4,93.85757,10.96704
India,428090,01-26-2008,0.98,62.1,93.54354,11.20571
India,428090,01-27-2008,0.59,62.6,83.5213,10.17669
India,428090,01-28-2008,0,60.7,69.78687,7.940072
India,428090,01-29-2008,0,63.6,68.31496,8.613359
India,428090,01-30-2008,0.43,63.9,81.83335,10.43832
India,428090,01-31-2008,0,58.5,84.79638,8.925001
India,428090,02-01-2008,0,61.1,73.76891,8.516019
India,428090,02-02-2008,0,59.7,63.97886,7.020949
India,428090,02-03-2008,0,61.4,65.61797,7.651967
India,428090,02-04-2008,0,66.3,66.88106,9.268341
India,428090,02-05-2008,0,71,71.04906,11.58499
India,428090,02-06-2008,0,74.2,73.36036,13.33974
India,428090,02-07-2008,0,74.7,68.46955,12.65534
India,428090,02-08-2008,0,74.3,64.4625,11.74984
India,428090,02-09-2008,0.01,68.9,89.60366,13.61688
India,428090,02-10-2008,0,67.9,61.92747,9.068331
India,428090,02-11-2008,0,64.3,62.41169,8.061562
India,428090,02-12-2008,0,65.7,62.57652,8.489151
India,428090,02-13-2008,0,64.5,58.63901,7.625352
India,428090,02-14-2008,0,62.9,55.24604,6.788989
India,428090,02-15-2008,0,62.8,61.77425,7.568134
India,428090,02-16-2008,0,67.1,55.59447,7.913965
India,428090,02-17-2008,0,69.2,58.58148,8.969255
India,428090,02-18-2008,0,73.2,68.31947,12.00316
India,428090,02-19-2008,0.04,76,70.7746,13.66938
India,428090,02-20-2008,0.75,66.9,79.46362,11.25659
India,428090,02-21-2008,0,68.1,72.56017,10.7093
India,428090,02-22-2008,0,69,67.89167,10.33227
India,428090,02-23-2008,0,72.4,63.12107,10.78684
India,428090,02-24-2008,0,75.1,65.00489,12.17308
India,428090,02-25-2008,0,77.9,70.95079,14.60189
India,428090,02-26-2008,0,73.8,58.09667,10.40499
India,428090,02-27-2008,0,71.1,55.50303,9.067099
India,428090,02-28-2008,0,71.1,51.21493,8.363027
India,428090,02-29-2008,0,71.3,55.93361,9.200415
India,428090,03-01-2008,0,75.8,71.24789,13.66952
India,428090,03-02-2008,0,77.7,74.67661,15.27372
India,428090,03-03-2008,0,79.5,76.6207,16.64117
India,428090,03-04-2008,0,79.5,75.84611,16.47126
India,428090,03-05-2008,0,80.6,68.57627,15.4283
India,428090,03-06-2008,0,80.8,70.01413,15.85899
India,428090,03-07-2008,0,79.5,73.06424,15.8613
India,428090,03-08-2008,0,80.9,71.71028,16.30055
India,428090,03-09-2008,0,81.8,70.1074,16.41071
India,428090,03-10-2008,0,80.4,62.25887,13.90308
India,428090,03-11-2008,0,81.1,60.63555,13.85279
India,428090,03-12-2008,0,81.7,64.80764,15.10912
India,428090,03-13-2008,0,83.7,57.07179,14.18696
India,428090,03-14-2008,0,80.6,59.12158,13.28401
India,428090,03-15-2008,0,82.4,53.63749,12.7741
India,428090,03-16-2008,0,82,61.79497,14.54277
India,428090,03-17-2008,0,84.8,57.99638,14.94242
India,428090,03-18-2008,0,85.4,58.86854,15.4663
India,428090,03-19-2008,0,83,72.13896,17.56767
India,428090,03-20-2008,0.08,81.7,72.26889,16.86645
India,428090,03-21-2008,0,81.8,72.52237,16.98184
India,428090,03-22-2008,NA,85.1,70.41116,18.35391
India,428090,03-23-2008,0,81.4,74.72537,17.27478
India,428090,03-24-2008,0.03,79.5,71.82955,15.59073
India,428090,03-25-2008,0.01,82.4,69.21838,16.52205
India,428090,03-26-2008,0,85.1,68.08556,17.74116
India,428090,03-27-2008,0,85.8,72.86539,19.43631
India,428090,03-28-2008,0,87.3,59.08827,16.50324
India,428090,03-29-2008,0.2,82.2,64.19745,15.21261
India,428090,03-30-2008,0,82.7,70.66706,17.03771
India,428090,03-31-2008,0.16,83.7,62.83799,15.63395
India,428090,04-01-2008,0,81,62.11074,14.14618
India,428090,04-02-2008,0,84.7,67.36172,17.32459
India,428090,04-03-2008,0,81.2,69.10399,15.85811
India,428090,04-04-2008,1.57,73.4,81.02637,14.35206
India,428090,04-05-2008,0.98,77.9,69.74036,14.35061
India,428090,04-06-2008,0.94,78.9,70.55756,15.01078
India,428090,04-07-2008,0,81,60.62408,13.80474
India,428090,04-08-2008,0,83.3,59.64241,14.64
India,428090,04-09-2008,0,83.5,56.26273,13.89354
India,428090,04-10-2008,0,85.9,53.89017,14.37696
India,428090,04-11-2008,0,88.2,53.43739,15.34597
India,428090,04-12-2008,0,88.7,61.48831,17.96746
India,428090,04-13-2008,0.83,84.5,69.18332,17.68304
India,428090,04-14-2008,0,84.7,75.2403,19.37472
India,428090,04-15-2008,0.02,85.1,71.59981,18.66726
India,428090,04-16-2008,0,86.5,77.91006,21.27455
India,428090,04-17-2008,0,87.6,76.21537,21.55567
India,428090,04-18-2008,0,87.4,76.70335,21.55653
India,428090,04-19-2008,0,89.7,67.62309,20.42247
India,428090,04-20-2008,0,91.2,58.54266,18.50975
India,428090,04-21-2008,0,91,56.39244,17.71029
India,428090,04-22-2008,0,91.6,60.17755,19.27458
India,428090,04-23-2008,0,89.8,60.78773,18.39352
India,428090,04-24-2008,0,88.3,67.26332,19.42522
India,428090,04-25-2008,0,88,65.67987,18.78152
India,428090,04-26-2008,0,87.5,63.46116,17.85188
India,428090,04-27-2008,0,86.7,68.92753,18.91512
India,428090,04-28-2008,0,87.4,70.38498,19.75951
India,428090,04-29-2008,0,88.5,71.42294,20.77407
India,428090,04-30-2008,0,88.8,69.58376,20.42746
India,428090,05-01-2008,0,89.6,65.84111,19.81466
India,428090,05-02-2008,0,87.9,67.90026,19.36183
India,428090,05-03-2008,0.08,86.8,63.38664,17.43449
India,428090,05-04-2008,0.79,84.2,72.2435,18.29483
India,428090,05-05-2008,0,83.5,67.93,16.80408
India,428090,05-06-2008,0,85.4,71.38729,18.79286
India,428090,05-07-2008,0,88.1,64.59945,18.5283
India,428090,05-08-2008,0.16,85.1,74.27682,19.37342
India,428090,05-09-2008,0,89,65.34356,19.29087
India,428090,05-10-2008,NA,87.9,69.5008,19.82373
India,428090,05-11-2008,0,86.2,67.28274,18.16383
India,428090,05-12-2008,0,86.4,68.66911,18.66223
India,428090,05-13-2008,0,86.6,69.38017,18.97957
India,428090,05-14-2008,0.2,85.7,69.06424,18.35166
India,428090,05-15-2008,0,87.1,69.42668,19.3004
India,428090,05-16-2008,0,89.4,65.60228,19.61663
India,428090,05-17-2008,0.39,87.3,60.92017,17.02017
India,428090,05-18-2008,0.31,85.4,61.3311,16.11961
India,428090,05-19-2008,0.16,84.7,69.4353,17.86367
India,428090,05-20-2008,0,83.2,66.08084,16.18316
India,428090,05-21-2008,0,85.7,64.56711,17.14424
India,428090,05-22-2008,NA,86.5,61.03766,16.62074
India,428090,05-23-2008,0.12,85.3,73.5548,19.30758
India,428090,05-24-2008,0,82.2,77.86086,18.48675
India,428090,05-25-2008,0.31,80.9,82.0486,18.67723
India,428090,05-26-2008,0.01,83,79.22716,19.31409
India,428090,05-27-2008,0.35,87.4,72.27869,20.2977
India,428090,05-28-2008,0,91,61.12411,19.21364
India,428090,05-29-2008,0,90.5,66.81041,20.69335
India,428090,05-30-2008,0.01,89.1,68.01532,20.15345
India,428090,05-31-2008,0,89.3,72.4406,21.61934
India,428090,06-01-2008,0,89.7,71.05822,21.47344
India,428090,06-02-2008,2.56,85.3,76.54684,20.10256
India,428090,06-03-2008,0,86.4,74.87628,20.37004
India,428090,06-04-2008,NA,88.1,69.98237,20.09107
India,428090,06-05-2008,1.69,77.4,90.51968,18.36562
India,428090,06-06-2008,0.01,83.9,75.42851,18.92511
India,428090,06-07-2008,0.08,83.2,83.5562,20.51622
India,428090,06-08-2008,0.08,85.2,81.22841,21.27887
India,428090,06-09-2008,NA,85,82.29219,21.42172
India,428090,06-10-2008,0.51,82.6,87.47374,21.07267
India,428090,06-11-2008,0.12,86,80.48098,21.63373
India,428090,06-12-2008,0.02,88,79.30252,22.73081
India,428090,06-13-2008,0,88.4,77.28172,22.42952
India,428090,06-14-2008,0.63,84.5,88.12891,22.59196
India,428090,06-15-2008,0.31,84.1,77.73852,19.63903
India,428090,06-16-2008,1.34,83.6,83.85431,20.86109
India,428090,06-17-2008,1.38,76.8,93.57448,18.61478
India,428090,06-18-2008,1.46,79.1,90.87771,19.514
India,428090,06-19-2008,0.75,80.7,91.83274,20.79503
India,428090,06-20-2008,0.2,83.4,90.71753,22.44476
India,428090,06-21-2008,0.2,84,84.15248,21.21112
India,428090,06-22-2008,0.24,85.5,80.71425,21.34901
India,428090,06-23-2008,0,85.4,80.70793,21.27827
India,428090,06-24-2008,0.08,86,81.54474,21.92348
India,428090,06-25-2008,0.04,85.4,81.24074,21.42057
India,428090,06-26-2008,0.43,86,77.87454,20.92419
India,428090,06-27-2008,0.08,85.3,82.30976,21.6359
India,428090,06-28-2008,0.39,85.9,79.94715,21.41899
India,428090,06-29-2008,0,82.3,90.68187,21.64172
India,428090,06-30-2008,0.24,80.8,92.1385,20.93416
India,428090,07-01-2008,0.67,83.6,85.80928,21.35375
India,428090,07-02-2008,0.51,87.2,81.61719,22.80948
India,428090,07-03-2008,0,85.5,82.32145,21.77974
India,428090,07-04-2008,0.08,83.8,89.26096,22.36991
India,428090,07-05-2008,0.01,83.2,87.21252,21.42568
India,428090,07-06-2008,0.67,82,89.78262,21.21428
India,428090,07-07-2008,0.24,84,84.15248,21.21112
India,428090,07-08-2008,0.02,80.6,92.74172,20.93421
India,428090,07-09-2008,0.91,82.4,88.62427,21.21384
India,428090,07-10-2008,1.14,85.7,80.72687,21.49111
India,428090,07-11-2008,0,86.2,80.49372,21.77751
India,428090,07-12-2008,0,83.9,86.10594,21.63933
India,428090,07-13-2008,0.83,82.3,88.03892,21.00291
India,428090,07-14-2008,1.34,81.1,89.75052,20.58762
India,428090,07-15-2008,1.73,80.4,91.52166,20.51927
India,428090,07-16-2008,1.06,80.9,91.5366,20.86443
India,428090,07-17-2008,0.16,82.5,85.75616,20.58613
India,428090,07-18-2008,0.63,83,84.9361,20.72335
India,428090,07-19-2008,0.04,82.1,85.73675,20.31312
India,428090,07-20-2008,0.08,85.2,81.49612,21.34991
India,428090,07-21-2008,0.08,87,78.45933,21.77457
India,428090,07-22-2008,0.01,87.3,75.44338,21.12984
India,428090,07-23-2008,0,85.4,80.44267,21.20743
India,428090,07-24-2008,0.02,84.3,85.00204,21.63847
India,428090,07-25-2008,0.63,83.9,84.14716,21.14074
India,428090,07-26-2008,0.08,88,75.99542,21.77034
India,428090,07-27-2008,0.08,86.4,77.13643,20.99276
India,428090,07-28-2008,0.04,82.8,86.62281,21.00223
India,428090,07-29-2008,0.16,84,84.98687,21.42417
India,428090,07-30-2008,0.16,83.6,81.93843,20.37856
India,428090,07-31-2008,0.43,84,84.42981,21.28192
India,428090,08-01-2008,0.98,84.6,85.85723,22.07352
India,428090,08-02-2008,0.08,86.3,77.63955,21.06335
India,428090,08-03-2008,0,85.1,79.63158,20.78773
India,428090,08-04-2008,0.08,84.4,83.89753,21.42327
India,428090,08-05-2008,0.02,85.1,80.95521,21.13771
India,428090,08-06-2008,0.12,84.9,83.92443,21.78141
India,428090,08-07-2008,0.08,86,83.16344,22.36459
India,428090,08-08-2008,0.08,84.6,84.46115,21.70986
India,428090,08-09-2008,0.79,85,81.75258,21.27944
India,428090,08-10-2008,0.03,84.6,83.08497,21.35154
India,428090,08-11-2008,0.39,83.1,88.0718,21.56888
India,428090,08-12-2008,0.16,83.4,87.22126,21.5684
India,428090,08-13-2008,0.04,80.6,90.3275,20.38251
India,428090,08-14-2008,0.98,82.1,88.32115,20.93322
India,428090,08-15-2008,0.35,82.8,87.7705,21.28409
India,428090,08-16-2008,1.06,82.1,91.27243,21.64191
India,428090,08-17-2008,0.08,83.8,84.14184,21.07057
India,428090,08-18-2008,0,84.9,83.64945,21.7091
India,428090,08-19-2008,0.08,80,92.72624,20.51932
India,428090,08-20-2008,3.27,81.9,89.77907,21.14382
India,428090,08-21-2008,0.03,84.1,81.42886,20.58298
India,428090,08-22-2008,0.12,84.8,80.93643,20.92796
India,428090,08-23-2008,0,85.2,79.37585,20.78743
India,428090,08-24-2008,0,85.3,81.23458,21.34961
India,428090,08-25-2008,0,85.2,82.03387,21.49262
India,428090,08-26-2008,0.02,84.7,82.54581,21.28025
India,428090,08-27-2008,0.08,84.4,82.25696,20.999
India,428090,08-28-2008,0.63,85.7,84.79494,22.58898
India,428090,08-29-2008,0.24,79.2,89.9805,19.38335
India,428090,08-30-2008,1.5,84.5,83.90292,21.49447
India,428090,08-31-2008,0,87.2,76.94129,21.48565
India,428090,09-01-2008,0,84.9,81.20987,21.06787
India,428090,09-02-2008,0,85,82.022,21.35048
India,428090,09-03-2008,0.04,85.5,79.13457,20.92587
India,428090,09-04-2008,0.12,84.6,82.8121,21.28051
India,428090,09-05-2008,0.55,82.1,88.32115,20.93322
India,428090,09-06-2008,0.04,82.6,84.63555,20.38047
India,428090,09-07-2008,0.12,85.1,80.42346,20.99709
India,428090,09-08-2008,0.08,85,83.10747,21.63674
India,428090,09-09-2008,0.02,84.2,83.88675,21.28148
India,428090,09-10-2008,0.08,83.9,86.10594,21.63933
India,428090,09-11-2008,0.35,84.4,82.80067,21.13958
India,428090,09-12-2008,0,87.4,73.00024,20.50285
India,428090,09-13-2008,0,84.3,78.79146,20.03823
India,428090,09-14-2008,NA,85.4,78.86709,20.78681
India,428090,09-15-2008,0.12,85.1,80.15874,20.9271
India,428090,09-16-2008,0.47,80.8,91.83562,20.86447
India,428090,09-17-2008,2.4,82.2,88.32518,21.00303
India,428090,09-18-2008,0.2,82.4,89.50242,21.42678
India,428090,09-19-2008,0.87,83.9,86.389,21.7114
India,428090,09-20-2008,0.03,83.8,83.31412,20.86067
India,428090,09-21-2008,0,85.9,77.35495,20.71576
India,428090,09-22-2008,0.83,81.5,86.27713,20.04356
India,428090,09-23-2008,0.24,81.8,87.43926,20.51833
India,428090,09-24-2008,0.04,84.3,83.06806,21.13983
India,428090,09-25-2008,0.55,81,89.15626,20.38229
India,428090,09-26-2008,1.85,80.6,92.43689,20.86453
India,428090,09-27-2008,1.93,78.8,93.00268,19.77756
India,428090,09-28-2008,0.98,80.9,90.9354,20.72567
India,428090,09-29-2008,0.02,83.8,82.76627,20.72177
India,428090,09-30-2008,0,84.3,82.25107,20.92927
India,428090,10-01-2008,0,85.5,76.81578,20.30513
India,428090,10-02-2008,0.03,83.7,83.03414,20.72199
India,428090,10-03-2008,0.01,81.7,88.305,20.65601
India,428090,10-04-2008,0.12,82.4,87.17744,20.86313
India,428090,10-05-2008,0.87,82.1,86.59076,20.51798
India,428090,10-06-2008,0,83.9,81.14783,20.37787
India,428090,10-07-2008,0.04,81.9,87.44358,20.58691
India,428090,10-08-2008,0,84,82.50518,20.79066
India,428090,10-09-2008,0.24,83.8,79.80909,19.9724
India,428090,10-10-2008,0,85.6,73.09148,19.37168
India,428090,10-11-2008,2.05,83.9,75.68061,18.9891
India,428090,10-12-2008,0,83.1,73.86513,18.05149
India,428090,10-13-2008,0,83.5,68.39142,16.9194
India,428090,10-14-2008,0,84.1,69.61315,17.56441
India,428090,10-15-2008,0,83.7,74.6605,18.60863
India,428090,10-16-2008,0,84.3,69.39779,17.62365
India,428090,10-17-2008,0,83.9,65.70465,16.46098
India,428090,10-18-2008,0,83.3,70.00953,17.21136
India,428090,10-19-2008,0,82,74.52275,17.5701
India,428090,10-20-2008,0,82.5,67.83202,16.2409
India,428090,10-21-2008,0,83.3,60.26148,14.79332
India,428090,10-22-2008,0,81.8,67.30254,15.74787
India,428090,10-23-2008,0,81.8,68.92652,16.13158
India,428090,10-24-2008,0,80.3,79.30785,17.69287
India,428090,10-25-2008,0,75,86.2568,16.13746
India,428090,10-26-2008,0.16,71.8,93.45627,15.69653
India,428090,10-27-2008,2.56,71.6,87.28125,14.55039
India,428090,10-28-2008,0,76.3,80.6626,15.75505
India,428090,10-29-2008,0,76.8,81.79823,16.24899
India,428090,10-30-2008,0,77.9,73.4269,15.11616
India,428090,10-31-2008,0,77.7,73.91422,15.11636
India,428090,11-01-2008,0,77.5,79.11424,16.08261
India,428090,11-02-2008,0,78.3,76.2688,15.91733
India,428090,11-03-2008,0,80.5,68.80136,15.42851
India,428090,11-04-2008,0,76.1,74.80096,14.50243
India,428090,11-05-2008,0,78.5,72.48043,15.22026
India,428090,11-06-2008,0,79,68.8921,14.70196
India,428090,11-07-2008,0,79,71.78479,15.32502
India,428090,11-08-2008,0,79.5,68.23434,14.80336
India,428090,11-09-2008,0,77.2,75.9231,15.2741
India,428090,11-10-2008,0,76.9,70.37071,14.00643
India,428090,11-11-2008,0,76.8,68.67731,13.62099
India,428090,11-12-2008,0,75.8,69.78092,13.38578
India,428090,11-13-2008,0,74.8,72.90559,13.5275
India,428090,11-14-2008,0,74.1,69.61703,12.61116
India,428090,11-15-2008,0,75.8,70.75593,13.57435
India,428090,11-16-2008,0,76.5,64.47546,12.65362
India,428090,11-17-2008,0,74.2,68.41968,12.43455
India,428090,11-18-2008,0,74.8,67.29256,12.47811
India,428090,11-19-2008,0,74.6,68.69928,12.6554
India,428090,11-20-2008,0,76.1,69.80967,13.52676
India,428090,11-21-2008,0,78.6,72.73749,15.32556
India,428090,11-22-2008,0,75.3,66.40826,12.5218
India,428090,11-23-2008,0,71.4,61.66867,10.18428
India,428090,11-24-2008,0,69.7,61.2478,9.542487
India,428090,11-25-2008,0,69.3,65.30044,10.03873
India,428090,11-26-2008,0,71,70.79883,11.5439
India,428090,11-27-2008,0,71,72.82243,11.87623
India,428090,11-28-2008,0,71.6,72.36631,12.04577
India,428090,11-29-2008,0,72,71.39343,12.04584
India,428090,11-30-2008,0,73.3,69.78348,12.30392
India,428090,12-01-2008,0,71.2,76.50155,12.56648
India,428090,12-02-2008,0,72.4,75.53769,12.9254
India,428090,12-03-2008,0,73.2,71.755,12.61137
India,428090,12-04-2008,0,73.2,78.26716,13.7655
India,428090,12-05-2008,0,71.9,78.9896,13.29248
India,428090,12-06-2008,0,71.7,80.35663,13.43241
India,428090,12-07-2008,0,72.8,74.78571,12.97095
India,428090,12-08-2008,0,73.1,75.07126,13.15419
India,428090,12-09-2008,0,72.2,78.46518,13.33925
India,428090,12-10-2008,0,73.6,76.69005,13.66998
India,428090,12-11-2008,0,75.6,76.84486,14.65416
India,428090,12-12-2008,0,74.6,71.38478,13.15406
India,428090,12-13-2008,0,74.6,73.9054,13.62238
India,428090,12-14-2008,0,72.1,82.35061,13.95774
India,428090,12-15-2008,0,68.1,85.61717,12.65122
India,428090,12-16-2008,0,67.2,75.91069,10.86273
India,428090,12-17-2008,0,64.9,79.88626,10.55298
India,428090,12-18-2008,0,64.9,84.84888,11.21301
India,428090,12-19-2008,0,64.9,82.77372,10.93695
India,428090,12-20-2008,0,65.8,83.12187,11.33505
India,428090,12-21-2008,0,63.4,85.97842,10.77874
India,428090,12-22-2008,0,64,86.92638,11.1315
India,428090,12-23-2008,0,63.9,84.19437,10.74145
India,428090,12-24-2008,0,64.8,79.03005,10.40259
India,428090,12-25-2008,0,63.8,72.94926,9.266007
India,428090,12-26-2008,0,65.6,77.41815,10.47873
India,428090,12-27-2008,0,62.5,80.86777,9.816595
India,428090,12-28-2008,0,65,77.09526,10.21778
India,428090,12-29-2008,0,66.8,71.15584,10.03756
India,428090,12-30-2008,0,66.2,71.35421,9.857522
India,428090,12-31-2008,0,65,77.37116,10.25457
India,428090,01-01-2009,0,64.9,76.81221,10.14439
India,428090,01-02-2009,0,64.9,71.48737,9.437122
India,428090,01-03-2009,0,64.4,63.11546,8.181598
India,428090,01-04-2009,0,64.1,72.19009,9.266379
India,428090,01-05-2009,0,69,74.99203,11.42036
India,428090,01-06-2009,0,70.9,82.84859,13.47854
India,428090,01-07-2009,0,70.7,90.59845,14.64981
India,428090,01-08-2009,0,70.2,79.14293,12.56564
India,428090,01-09-2009,0,70.3,75.63019,12.04512
India,428090,01-10-2009,0,70.5,73.55042,11.79214
India,428090,01-11-2009,0,71.4,78.40652,12.97024
India,428090,01-12-2009,0,70.2,76.69046,12.17338
India,428090,01-13-2009,0,67.4,68.21456,9.822847
India,428090,01-14-2009,0,63.8,87.22462,11.09148
India,428090,01-15-2009,0,65.8,77.43377,10.5544
India,428090,01-16-2009,0,65.3,75.48312,10.10851
India,428090,01-17-2009,0,67.8,74.0973,10.8246
India,428090,01-18-2009,0,67.1,75.36509,10.74673
India,428090,01-19-2009,0,67.4,74.8566,10.78556
India,428090,01-20-2009,0,69.3,71.39286,10.98158
India,428090,01-21-2009,0,66.5,64.28728,8.969208
India,428090,01-22-2009,0,66.2,70.84336,9.786528
India,428090,01-23-2009,0,66.7,80.29607,11.29639
India,428090,01-24-2009,0,69.3,84.20432,12.96776
India,428090,01-25-2009,0,75.9,79.54352,15.32728
India,428090,01-26-2009,0,77.4,69.45246,14.05476
India,428090,01-27-2009,0,76.2,80.38186,15.64712
India,428090,01-28-2009,0,72.1,74.72708,12.65568
India,428090,01-29-2009,0,70.2,64.00894,10.14798
India,428090,01-30-2009,0,68.4,68.31726,10.18434
India,428090,01-31-2009,0,69.1,67.65975,10.3323
India,428090,02-01-2009,0,70,60.84258,9.577122
India,428090,02-02-2009,0,69.9,60.61133,9.507825
India,428090,02-03-2009,0,68.8,66.42778,10.03865
India,428090,02-04-2009,0,69.1,60.51544,9.235176
India,428090,02-05-2009,0,69,64.10447,9.752491
India,428090,02-06-2009,0,73.2,58.65032,10.29374
India,428090,02-07-2009,0,70.7,64.75564,10.44449
India,428090,02-08-2009,0,71.3,62.77132,10.3322
India,428090,02-09-2009,0,71.6,64.16508,10.67177
India,428090,02-10-2009,0,74.6,61.81925,11.37923
India,428090,02-11-2009,0,77.1,77.75119,15.59317
India,428090,02-12-2009,0,75.2,68.28065,12.83439
India,428090,02-13-2009,0,72.7,60.94339,10.51896
India,428090,02-14-2009,0,72.5,63.58322,10.90333
India,428090,02-15-2009,0,70.9,65.94288,10.71027
India,428090,02-16-2009,0,72.2,61.76178,10.48155
India,428090,02-17-2009,0,70.4,57.05013,9.100805
India,428090,02-18-2009,0,72.1,54.83071,9.267077
India,428090,02-19-2009,0,70.6,62.01942,9.966316
India,428090,02-20-2009,0,73,61.85445,10.78645
India,428090,02-21-2009,0,75.4,55.05692,10.40278
India,428090,02-22-2009,0,78.3,44.04287,9.154349
India,428090,02-23-2009,0,77.1,56.66424,11.33501
India,428090,02-24-2009,0,81,70.03283,15.968
India,428090,02-25-2009,0,82.6,58.74344,14.09218
India,428090,02-26-2009,0,82.4,53.0766,12.6395
India,428090,02-27-2009,0,81.9,66.627,15.63947
India,428090,02-28-2009,0,80,51.1108,11.24732
India,428090,03-01-2009,0,75.1,50.458,9.433357
India,428090,03-02-2009,0,77.5,46.56618,9.428223
India,428090,03-03-2009,0,76.6,65.62213,12.92357
India,428090,03-04-2009,0,79.1,62.32975,13.33427
India,428090,03-05-2009,0,84.3,62.26285,15.79433
India,428090,03-06-2009,0,83.2,54.30392,13.27573
India,428090,03-07-2009,0,80.1,58.24332,12.87148
India,428090,03-08-2009,0,82.7,71.62797,17.27182
India,428090,03-09-2009,0,84.5,69.18332,17.68304
India,428090,03-10-2009,0,82.8,59.17449,14.28942
India,428090,03-11-2009,NA,81.4,51.47589,11.86129
India,428090,03-12-2009,0.83,77.7,54.9569,11.21294
India,428090,03-13-2009,0,76,55.52856,10.70561
India,428090,03-14-2009,0,77.3,51.85756,10.43671
India,428090,03-15-2009,0,77,59.10903,11.78819
India,428090,03-16-2009,0,79.8,66.41287,14.54826
India,428090,03-17-2009,0,82.5,57.9235,13.84855
India,428090,03-18-2009,0,80.9,67.67402,15.37449
India,428090,03-19-2009,0,82.4,69.45351,16.57874
India,428090,03-20-2009,0,84.2,62.03959,15.68617
India,428090,03-21-2009,0,83.8,61.36186,15.31298
India,428090,03-22-2009,0,80.9,55.16489,12.511
India,428090,03-23-2009,0,83.3,58.21952,14.2877
India,428090,03-24-2009,0,85.6,50.943,13.4536
India,428090,03-25-2009,0,85.3,56.09314,14.68312
India,428090,03-26-2009,0.2,80.3,54.12856,12.03451
India,428090,03-27-2009,0,80.6,54.93406,12.33606
India,428090,03-28-2009,0,84.3,59.55303,15.10062
India,428090,03-29-2009,0.02,83.7,61.56122,15.31334
India,428090,03-30-2009,0.31,81.7,65.47725,15.26668
India,428090,03-31-2009,0,84.8,63.81953,16.45773
India,428090,04-01-2009,0,84.3,61.62812,15.63179
India,428090,04-02-2009,0,85.4,59.07039,15.51983
India,428090,04-03-2009,0,85.9,67.93439,18.16507
India,428090,04-04-2009,0,87.5,63.88967,17.97374
India,428090,04-05-2009,0,88.4,65.72032,19.03523
India,428090,04-06-2009,0,87.7,63.48239,17.97275
India,428090,04-07-2009,0,89.8,47.88919,14.45631
India,428090,04-08-2009,0,89.3,59.31713,17.66071
India,428090,04-09-2009,0,82.1,59.91621,14.14303
India,428090,04-10-2009,0,85.2,54.55301,14.23046
India,428090,04-11-2009,0,87.5,52.07895,14.62157
India,428090,04-12-2009,0,88.1,60.59851,17.36864
India,428090,04-13-2009,0,88.5,54.02689,15.66609
India,428090,04-14-2009,0,89,52.26822,15.39463
India,428090,04-15-2009,0,87.6,63.25851,17.85138
India,428090,04-16-2009,NA,86.5,72.68278,19.82995
India,428090,04-17-2009,0,86.1,67.95375,18.28793
India,428090,04-18-2009,0,90.8,54.30874,16.9417
India,428090,04-19-2009,0,92.3,42.43297,13.84535
India,428090,04-20-2009,0,90,54.39583,16.54472
India,428090,04-21-2009,0,92.4,58.28865,19.13895
India,428090,04-22-2009,0,90.6,71.60557,22.26919
India,428090,04-23-2009,0,92.9,46.02997,15.31511
India,428090,04-24-2009,0,91.3,36.99743,11.68616
India,428090,04-25-2009,0,90.8,52.13687,16.25748
India,428090,04-26-2009,0,90.8,46.71236,14.55104
India,428090,04-27-2009,0,90.6,55.02595,17.0595
India,428090,04-28-2009,0,87.6,65.41969,18.46811
India,428090,04-29-2009,0,87.7,65.8697,18.65629
India,428090,04-30-2009,0,88.7,63.16328,18.4624
India,428090,05-01-2009,0,89.3,66.69261,19.88317
India,428090,05-02-2009,0,88.3,72.35562,20.91453
India,428090,05-03-2009,1.18,81.1,72.46146,16.58176
India,428090,05-04-2009,0,83.2,76.64379,18.79957
India,428090,05-05-2009,0,88.8,70.51107,20.70311
India,428090,05-06-2009,0.02,88.8,70.97876,20.84217
India,428090,05-07-2009,0,91.2,63.42744,20.07304
India,428090,05-08-2009,0,92.1,55.2064,17.94565
India,428090,05-09-2009,0,92.8,58.72503,19.52789
India,428090,05-10-2009,0,92.4,62.92502,20.68043
India,428090,05-11-2009,0.08,83,72.13896,17.56767
India,428090,05-12-2009,1.3,75.7,76.32668,14.60347
India,428090,05-13-2009,0.2,85.5,71.87461,18.98394
India,428090,05-14-2009,0.16,84.3,73.7175,18.73313
India,428090,05-15-2009,0.75,84.5,69.41655,17.7433
India,428090,05-16-2009,0.67,80.3,76.94082,17.1593
India,428090,05-17-2009,0.01,88,67.23402,19.23114
India,428090,05-18-2009,0,84.7,74.74085,19.2446
