STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
673410,99999, 20070113,   83.0,18,   68.4,18, 1012.0, 6, 9999.9, 0,  10.5,18,   7.5,17,  13.0, 999.9,   91.4 ,  75.2*, 0.00I,999.9, 000000,
673410,99999, 20070114,   85.2,17,   73.0,17, 1011.2, 6, 9999.9, 0,  11.1,17,   7.9,17,  15.9, 999.9,   91.4*,  77.0 , 0.00I,999.9, 000000,
673410,99999, 20070115,   88.2,18,   71.2,18, 1006.5, 6, 9999.9, 0,  10.0,18,  13.1,16,  23.9, 999.9,  102.6 ,  73.8 , 0.00I,999.9, 000010,
673410,99999, 20070116,   88.6,19,   69.7,19, 1005.7, 8, 9999.9, 0,  10.7,19,  11.8,19,  21.0,  27.0,  104.2 ,  78.8*,99.99 ,999.9, 010010,
673410,99999, 20070117,   79.5,20,   69.2,20, 1013.4, 8, 9999.9, 0,  10.1,20,  10.3,16,  15.0, 999.9,   86.0 ,  73.8 , 0.16G,999.9, 010000,
673410,99999, 20070118,   83.1,19,   71.9,19, 1010.8, 6, 9999.9, 0,  10.7,19,   7.4,17,  13.0, 999.9,   90.9 ,  75.0 , 0.00G,999.9, 000000,
673410,99999, 20070119,   82.7,22,   72.5,22, 1012.8, 6, 9999.9, 0,   9.8,22,   9.1,22,  15.9, 999.9,   92.3 ,  77.0*, 0.08G,999.9, 010000,
673410,99999, 20070120,   79.8,17,   64.8,17, 1016.5, 5, 9999.9, 0,  11.1,17,  12.9,15,  20.0,  23.9,   84.9*,  73.4 , 0.00G,999.9, 000000,
673410,99999, 20070121,   79.5,19,   65.1,19, 1016.6, 8, 9999.9, 0,  11.7,19,   8.3,19,  16.9, 999.9,   86.0*,  70.5 , 0.00I,999.9, 000000,
673410,99999, 20070122,   82.1,16,   66.7,16, 1013.9, 7, 9999.9, 0,  11.7,16,   9.5,15,  15.9, 999.9,   94.5 ,  70.7*, 0.00I,999.9, 000000,
673410,99999, 20070123,   82.4,18,   68.9,18, 1015.8, 6, 9999.9, 0,  10.9,18,   6.4,17,   9.9, 999.9,   89.6*,  75.7 , 0.00I,999.9, 000000,
673410,99999, 20070124,   82.9,19,   71.0,19, 1016.5, 5, 9999.9, 0,  10.0,19,   7.5,19,  14.0, 999.9,   89.6*,  76.1*, 0.00I,999.9, 000000,
673410,99999, 20070125,   83.5,19,   69.0,19, 1015.9, 6, 9999.9, 0,   9.6,19,   8.4,17,  14.0, 999.9,   89.8*,  75.2 ,99.99 ,999.9, 010000,
673410,99999, 20070126,   82.5,23,   69.7,23, 1013.3, 7, 9999.9, 0,  10.5,23,   7.6,23,  14.0, 999.9,   90.5 ,  76.1*, 0.00I,999.9, 000000,
673410,99999, 20070127,   83.7,17,   73.4,17, 1014.1, 8, 9999.9, 0,  11.9,17,   9.3,16,  15.9, 999.9,   91.0*,  75.6*, 0.00I,999.9, 000000,
673410,99999, 20070128,   84.5,17,   67.2,17, 1017.8, 6, 9999.9, 0,  10.7,17,   9.0,16,  18.1, 999.9,   92.5 ,  77.0*, 0.00I,999.9, 000000,
673410,99999, 20070129,   83.1,19,   70.2,19, 1013.8, 8, 9999.9, 0,  10.3,19,   9.4,17,  15.0, 999.9,   91.0 ,  73.8 , 0.00I,999.9, 000000,
673410,99999, 20070130,   82.5,20,   70.5,20, 1011.0, 8, 9999.9, 0,  11.4,20,   8.1,20,  15.9, 999.9,   91.9 ,  76.1 , 0.00I,999.9, 000010,
673410,99999, 20070131,   79.9,21,   70.1,21, 1013.8, 6, 9999.9, 0,   8.8,21,   8.6,21,  14.0, 999.9,   86.0 ,  75.2*, 0.02B,999.9, 000000,
673410,99999, 20070201,   83.1,18,   70.6,18, 1010.8, 7, 9999.9, 0,  11.1,18,   8.8,18,  15.9, 999.9,   91.9 ,  71.8 , 0.00I,999.9, 000000,
673410,99999, 20070202,   82.4,17,   71.0,17, 9999.9, 0, 9999.9, 0,   9.1,17,   9.5,16,  15.0, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
673410,99999, 20070203,   83.1,21,   70.7,21, 1013.5, 8, 9999.9, 0,  11.1,21,   7.3,21,  14.0, 999.9,   90.9 ,  75.2*, 0.00I,999.9, 000000,
673410,99999, 20070204,   84.2,16,   71.4,16, 1010.4, 7, 9999.9, 0,  12.1,16,  11.6,16,  22.0, 999.9,   93.9 ,  75.2 , 0.00I,999.9, 000000,
673410,99999, 20070205,   81.2,21,   73.7,21, 1011.6, 7, 9999.9, 0,  10.1,21,   7.3,21,  14.0, 999.9,   87.8*,  73.4*, 0.94B,999.9, 010010,
673410,99999, 20070206,   81.3,21,   70.4,21, 1009.0, 6, 9999.9, 0,   9.1,21,   7.9,21,  12.0, 999.9,   91.6 ,  71.6*,99.99 ,999.9, 010010,
673410,99999, 20070207,   80.9,21,   71.2,21, 1013.5, 6, 9999.9, 0,   9.3,21,   7.5,18,  12.0, 999.9,   88.0 ,  72.5 , 0.35G,999.9, 010000,
673410,99999, 20070208,   84.5,13,   75.9,13, 1012.1, 5, 9999.9, 0,  11.5,13,   5.5,13,  13.0, 999.9,   89.6*,  77.5*, 0.00G,999.9, 000000,
673410,99999, 20070209,   83.8,10,   72.1,10, 1008.9, 5, 9999.9, 0,  12.8,10,   7.7,10,  15.9, 999.9,   88.2*,  78.8*, 0.00I,999.9, 000000,
673410,99999, 20070210,   84.2,18,   73.4,18, 1006.1, 7, 9999.9, 0,  11.5,18,   7.4,18,  12.0, 999.9,   92.3 ,  77.0 , 0.00I,999.9, 000010,
673410,99999, 20070211,   82.1,16,   71.6,16, 1003.8, 7, 9999.9, 0,   9.2,16,  11.5,16,  22.9, 999.9,   96.3 ,  72.7*, 0.08G,999.9, 010010,
673410,99999, 20070212,   80.5,16,   62.5,16, 1007.2, 6, 9999.9, 0,  10.4,15,  10.8,15,  17.1, 999.9,   89.6*,  71.4*, 0.00G,999.9, 000000,
673410,99999, 20070213,   78.2,16,   66.8,16, 1008.4, 6, 9999.9, 0,  10.0,16,   8.9,15,  15.9, 999.9,   89.6*,  72.3 , 0.28G,999.9, 010000,
673410,99999, 20070214,   79.8,20,   61.8,20, 1013.0, 8, 9999.9, 0,  11.7,20,   9.1,20,  15.0, 999.9,   89.6*,  69.4*, 0.00G,999.9, 000000,
673410,99999, 20070215,   79.5,21,   66.1,21, 1012.5, 8, 9999.9, 0,  11.4,21,   7.2,21,  13.0, 999.9,   86.0 ,  72.3 , 0.00I,999.9, 000000,
673410,99999, 20070216,   82.3,22,   69.0,21, 1010.2, 7, 9999.9, 0,  10.6,22,  12.4,22,  21.0, 999.9,   94.8*,  71.8 , 0.00I,999.9, 000000,
673410,99999, 20070217,   79.2,22,   69.9,22, 1016.0, 7, 9999.9, 0,   8.8,22,  10.3,19,  18.1, 999.9,   86.0*,  73.2 , 0.24G,999.9, 010000,
673410,99999, 20070218,   82.1,17,   70.1,17, 1013.7, 7, 9999.9, 0,  11.8,17,   6.2,17,  14.0, 999.9,   90.3 ,  74.8*, 0.00G,999.9, 000000,
673410,99999, 20070219,   81.8,19,   70.7,19, 1014.6, 6, 9999.9, 0,  11.3,19,  11.6,19,  19.0, 999.9,   90.7 ,  73.4 , 0.00I,999.9, 000000,
673410,99999, 20070220,   82.0,20,   70.5,20, 1011.4, 7, 9999.9, 0,  11.1,20,   6.4,20,  12.0, 999.9,   91.2 ,  73.8 , 0.00I,999.9, 000000,
673410,99999, 20070221,   81.4,21,   71.2,21, 1010.5, 8, 9999.9, 0,  10.0,21,   6.9,21,  12.0, 999.9,   90.9 ,  73.2 , 0.00I,999.9, 000000,
673410,99999, 20070222,   84.1,20,   75.1,20, 1011.9, 7, 9999.9, 0,  11.0,18,  11.1,20,  20.0, 999.9,   91.4 ,  78.1 ,99.99 ,999.9, 010000,
673410,99999, 20070223,   82.4,23,   73.4,23, 1013.0, 5, 9999.9, 0,   9.1,23,  11.8,23,  18.1, 999.9,   90.7 ,  76.3 , 0.04G,999.9, 000010,
673410,99999, 20070224,   82.1,22,   72.5,22, 1011.9, 7, 9999.9, 0,   9.4,22,   9.3,22,  20.0, 999.9,   89.6*,  75.7*, 0.03G,999.9, 010010,
673410,99999, 20070225,   82.2,20,   76.1,20, 1012.6, 8, 9999.9, 0,  11.0,19,  12.5,18,  20.0, 999.9,   87.8*,  76.1 , 0.04G,999.9, 010000,
673410,99999, 20070226,   83.0,19,   73.7,19, 1015.1, 7, 9999.9, 0,  10.3,19,  10.8,19,  15.9, 999.9,   90.1 ,  77.0*, 0.16G,999.9, 010000,
673410,99999, 20070227,   82.2,19,   71.2,19, 1013.4, 6, 9999.9, 0,  10.9,18,   9.0,19,  15.0, 999.9,   91.4 ,  75.2 , 0.00G,999.9, 000000,
673410,99999, 20070228,   81.0,17,   69.9,17, 1011.8, 5, 9999.9, 0,  11.1,17,   7.9,17,  14.0, 999.9,   90.5 ,  74.5 , 0.00I,999.9, 000000,
673410,99999, 20070301,   81.8,22,   67.2,22, 1011.1, 8, 9999.9, 0,  11.2,22,   6.8,22,  15.0, 999.9,   90.1*,  73.0 , 0.00I,999.9, 000000,
673410,99999, 20070302,   82.0,21,   68.3,21, 1013.1, 6, 9999.9, 0,  10.0,21,   8.2,19,  13.0, 999.9,   91.4*,  71.6*, 0.00I,999.9, 000000,
673410,99999, 20070303,   82.5,20,   68.9,20, 1011.1, 6, 9999.9, 0,   9.8,20,  10.3,20,  16.9, 999.9,   91.4*,  73.4*, 0.00I,999.9, 000000,
673410,99999, 20070304,   81.9,21,   69.1,21, 1006.6, 8, 9999.9, 0,  10.8,21,  10.6,21,  20.0, 999.9,   93.6 ,  70.9 , 0.00I,999.9, 000000,
673410,99999, 20070305,   84.3,16,   70.4,16, 1010.6, 7, 9999.9, 0,  12.0,16,   6.6,16,  12.0, 999.9,   92.5 ,  75.2 , 0.00I,999.9, 000000,
673410,99999, 20070306,   80.8,16,   67.8,16, 1014.4, 6, 9999.9, 0,  11.4,16,  10.5,16,  31.1, 999.9,   85.8 ,  75.6 , 0.00I,999.9, 000010,
673410,99999, 20070307,   80.5,19,   64.2,19, 1017.7, 5, 9999.9, 0,  10.0,19,  14.1,19,  23.9, 999.9,   89.6*,  73.2 , 0.00I,999.9, 000000,
673410,99999, 20070308,   78.1,20,   62.4,20, 1020.6, 8, 9999.9, 0,  11.1,20,  14.0,20,  18.1,  27.0,   88.2 ,  70.3 , 0.00I,999.9, 000000,
673410,99999, 20070309,   77.1,20,   61.9,20, 1021.9, 8, 9999.9, 0,  11.7,20,  12.4,17,  20.0, 999.9,   87.4 ,  69.8*,99.99 ,999.9, 010000,
673410,99999, 20070310,   78.0,21,   63.9,21, 1019.7, 7, 9999.9, 0,  11.1,20,  12.2,16,  15.0,  23.9,   87.8*,  68.7 , 0.04A,999.9, 000000,
673410,99999, 20070311,   79.6,22,   65.8,22, 1014.4, 7, 9999.9, 0,  10.7,22,   7.3,22,  14.0, 999.9,   88.7 ,  69.8*, 0.00I,999.9, 000000,
673410,99999, 20070312,   81.8,22,   71.7,22, 1013.9, 8, 9999.9, 0,  10.7,22,   6.8,22,  20.0, 999.9,   91.4*,  71.8 , 0.00I,999.9, 000000,
673410,99999, 20070313,   84.0,21,   71.2,20, 1012.3, 8, 9999.9, 0,  11.1,21,   9.4,21,  15.9, 999.9,   98.2 ,  74.5 , 0.00I,999.9, 100000,
673410,99999, 20070314,   82.5,22,   68.5,22, 1014.1, 6, 9999.9, 0,   9.9,22,   7.4,19,  15.0, 999.9,   89.6*,  77.0 , 0.03G,999.9, 010000,
673410,99999, 20070315,   81.7,19,   68.1,19, 1011.1, 5, 9999.9, 0,   9.7,19,  10.5,15,  15.9, 999.9,   87.8*,  75.6 , 0.00G,999.9, 000000,
673410,99999, 20070316,   81.9,17,   70.3,17, 1009.6, 6, 9999.9, 0,  11.0,17,  10.2,14,  15.0, 999.9,   89.6*,  74.3 , 0.00I,999.9, 000000,
673410,99999, 20070317,   83.4,15,   69.3,15, 1009.3, 5, 9999.9, 0,  10.9,15,  10.7,13,  18.1,  25.1,   91.9 ,  78.8*, 0.00I,999.9, 000000,
673410,99999, 20070318,   74.9,21,   54.3,21, 1014.1, 8, 9999.9, 0,  11.4,21,  15.0,17,  25.1, 999.9,   80.6*,  69.3*, 0.00I,999.9, 000000,
673410,99999, 20070319,   75.3,22,   52.4,22, 1012.3, 7, 9999.9, 0,   9.7,22,   7.8,20,  14.0, 999.9,   87.8*,  65.3 , 0.01G,999.9, 000000,
673410,99999, 20070320,   77.1,18,   62.7,18, 1010.4, 6, 9999.9, 0,  10.6,18,   8.0,18,  16.9, 999.9,   88.5 ,  59.9 , 0.00G,999.9, 000000,
673410,99999, 20070321,   83.5,21,   73.6,21, 1010.8, 8, 9999.9, 0,   9.8,21,   7.0,21,  13.0, 999.9,   91.6 ,  77.5 , 0.00I,999.9, 000000,
673410,99999, 20070322,   85.4,18,   75.4,18, 1011.1, 8, 9999.9, 0,  10.1,18,   9.9,15,  18.1, 999.9,   94.1 ,  77.7 , 0.00I,999.9, 000000,
673410,99999, 20070323,   89.3,22,   65.8,22, 1011.8, 6, 9999.9, 0,  10.0,22,  10.4,21,  18.1, 999.9,  105.8*,  75.7 , 0.00I,999.9, 000000,
673410,99999, 20070324,   80.1,21,   66.8,21, 1015.9, 6, 9999.9, 0,   9.7,21,  10.7,17,  15.9, 999.9,   88.2 ,  75.2*, 0.00I,999.9, 000000,
673410,99999, 20070325,   80.2,19,   71.2,19, 1016.9, 4, 9999.9, 0,  10.2,18,   8.2,18,  12.0, 999.9,   93.4 ,  75.2 , 0.00I,999.9, 000000,
673410,99999, 20070326,   86.0,21,   68.4,21, 1012.1, 7, 9999.9, 0,  10.7,21,  13.1,19,  19.0, 999.9,  102.0 ,  75.2 , 0.00I,999.9, 000000,
673410,99999, 20070327,   80.4,19,   68.2,19, 1016.1, 4, 9999.9, 0,   9.0,19,  10.3,14,  15.0, 999.9,   93.2*,  64.4*, 0.00I,999.9, 000000,
673410,99999, 20070328,   76.7,22,   69.5,22, 1018.4, 6, 9999.9, 0,   9.4,22,   7.6,19,  11.1, 999.9,   80.6*,  64.9*, 0.00G,999.9, 010000,
673410,99999, 20070329,   76.2,21,   71.7,21, 1018.1, 7, 9999.9, 0,   7.4,21,   5.1,21,   9.9, 999.9,   81.7 ,  71.8*, 0.24G,999.9, 010010,
673410,99999, 20070330,   73.7,21,   66.4,21, 1020.4, 6, 9999.9, 0,   8.4,21,  13.3,21,  20.0, 999.9,   79.2 ,  68.9 , 1.06G,999.9, 010000,
673410,99999, 20070331,   75.9,18,   65.1,18, 1019.6, 7, 9999.9, 0,  10.7,18,  10.1,18,  18.1, 999.9,   82.6 ,  68.0 , 0.00G,999.9, 010000,
673410,99999, 20070401,   78.1,16,   65.9,16, 1018.4, 7, 9999.9, 0,  10.5,16,   6.1,14,   9.9, 999.9,   84.2*,  68.0 , 0.31G,999.9, 010000,
673410,99999, 20070402,   77.0,20,   67.3,20, 1018.9, 8, 9999.9, 0,  11.7,20,   6.9,17,  12.0, 999.9,   84.2*,  71.6 , 0.00G,999.9, 000000,
673410,99999, 20070403,   75.8,20,   68.1,20, 1018.3, 7, 9999.9, 0,  10.8,20,   7.2,20,  11.1, 999.9,   82.0 ,  70.2 , 0.02G,999.9, 010010,
673410,99999, 20070404,   74.8,18,   68.7,18, 1015.8, 5, 9999.9, 0,   9.7,17,   3.4,18,   9.9, 999.9,   78.8 ,  71.6*, 0.00G,999.9, 010000,
673410,99999, 20070405,   77.7,23,   67.5,23, 1015.1, 8, 9999.9, 0,  11.0,23,   4.6,23,   8.0, 999.9,   84.2*,  70.7 , 0.12G,999.9, 000000,
673410,99999, 20070406,   78.2,20,   69.2,20, 1015.6, 7, 9999.9, 0,   9.8,19,   5.6,19,  12.0, 999.9,   87.8*,  72.7 , 0.00G,999.9, 010010,
673410,99999, 20070407,   75.2,23,   65.8,23, 1019.7, 7, 9999.9, 0,   9.7,23,  12.4,22,  18.1, 999.9,   82.4*,  69.8*,99.99 ,999.9, 010000,
673410,99999, 20070408,   70.2,21,   65.4,21, 1021.3, 7, 9999.9, 0,   6.3,21,   8.6,19,  15.9, 999.9,   81.3 ,  68.0 , 0.16G,999.9, 010000,
673410,99999, 20070409,   72.8,18,   63.9,18, 1020.2, 7, 9999.9, 0,  11.4,18,   6.6,18,  15.0, 999.9,   80.2 ,  66.2*, 0.98G,999.9, 000000,
673410,99999, 20070410,   74.7,19,   64.4,19, 1017.4, 8, 9999.9, 0,  10.9,19,   7.7,19,  12.0, 999.9,   82.4 ,  66.2*, 0.04G,999.9, 010000,
673410,99999, 20070411,   80.1,17,   64.0,17, 1011.5, 7, 9999.9, 0,  11.3,17,   8.3,14,  12.0, 999.9,   91.4*,  66.0 , 0.00G,999.9, 000000,
673410,99999, 20070412,   78.0,21,   69.3,21, 1014.0, 8, 9999.9, 0,  10.0,21,  10.8,20,  15.0,  34.0,   86.0 ,  69.6 ,99.99 ,999.9, 010010,
673410,99999, 20070413,   68.0,21,   61.9,21, 1022.0, 7, 9999.9, 0,   8.6,21,  11.4,20,  14.0, 999.9,   71.1 ,  66.0 , 4.41G,999.9, 010010,
673410,99999, 20070414,   76.1,20,   66.4,20, 1019.4, 7, 9999.9, 0,  11.1,20,   6.7,19,  11.1, 999.9,   84.2*,  64.4 , 0.00G,999.9, 000000,
673410,99999, 20070415,   79.7,22,   68.6,22, 1015.0, 6, 9999.9, 0,  10.2,22,   8.7,18,  13.0, 999.9,   91.9 ,  64.2 , 0.00I,999.9, 000000,
673410,99999, 20070416,   78.9,22,   68.7,22, 1015.7, 8, 9999.9, 0,  11.1,22,   5.7,17,   8.9, 999.9,   85.1 ,  64.4 , 0.00I,999.9, 000000,
673410,99999, 20070417,   78.7,21,   70.1,21, 1016.9, 8, 9999.9, 0,  10.0,21,   5.8,17,   9.9, 999.9,   86.0*,  69.8*, 0.00I,999.9, 000000,
673410,99999, 20070418,   78.7,19,   69.6,19, 1018.8, 7, 9999.9, 0,   9.4,19,   6.3,15,  12.0, 999.9,   86.0*,  71.6 , 0.00I,999.9, 000000,
673410,99999, 20070419,   78.1,19,   69.9,19, 1018.4, 6, 9999.9, 0,   9.1,19,   8.4,16, 999.9, 999.9,   86.4 ,  73.0 , 0.00I,999.9, 000000,
673410,99999, 20070420,   76.9,21,   63.7,21, 1017.0, 8, 9999.9, 0,  11.3,21,  12.5,20,  20.0, 999.9,   84.2*,  71.2 ,99.99 ,999.9, 010000,
673410,99999, 20070421,   77.3,17,   66.2,17, 1016.0, 7, 9999.9, 0,  11.5,17,   5.5,14,   9.9, 999.9,   86.0 ,  70.9 , 0.00I,999.9, 000000,
673410,99999, 20070422,   77.1,20,   66.8,20, 1015.5, 6, 9999.9, 0,   9.9,20,   6.7,17,  14.0, 999.9,   84.2*,  69.8*, 0.00I,999.9, 000010,
673410,99999, 20070423,   75.7,23,   65.8,23, 1017.4, 8, 9999.9, 0,  11.0,23,   8.2,19,  12.0, 999.9,   83.8 ,  68.0*, 0.04G,999.9, 000010,
673410,99999, 20070424,   74.6,19,   63.4,19, 1015.9, 8, 9999.9, 0,  11.1,19,   6.8,16,   9.9, 999.9,   83.8 ,  68.0*, 0.00G,999.9, 000000,
673410,99999, 20070425,   75.4,21,   64.2,21, 1012.7, 7, 9999.9, 0,  10.0,21,   5.9,21,  11.1, 999.9,   83.3 ,  68.0*, 0.00I,999.9, 100000,
673410,99999, 20070426,   80.2,18,   63.8,18, 1009.0, 8, 9999.9, 0,  12.0,18,   7.7,15,  15.9, 999.9,   91.4 ,  64.4 , 0.00I,999.9, 000000,
673410,99999, 20070427,   82.9,19,   62.2,19, 1006.4, 7, 9999.9, 0,   9.1,19,   8.4,15,  12.0, 999.9,   96.8*,  70.3 , 0.00I,999.9, 000000,
673410,99999, 20070428,   70.6,21,   62.2,21, 1012.6, 7, 9999.9, 0,   7.4,21,  12.5,16,  18.1, 999.9,   77.0*,  62.6*, 0.31E,999.9, 010010,
673410,99999, 20070429,   67.0,19,   52.9,19, 1020.3, 8, 9999.9, 0,  11.2,19,  11.0,16,  16.9, 999.9,   75.2*,  58.1 , 0.00I,999.9, 000000,
673410,99999, 20070430,   68.4,20,   53.4,20, 1018.6, 6, 9999.9, 0,   8.9,20,   4.9,14,   9.9, 999.9,   82.6*,  55.4 , 0.00I,999.9, 000000,
673410,99999, 20070501,   71.9,17,   58.7,17, 1022.4, 7, 9999.9, 0,  11.6,17,   5.5,17,   9.9, 999.9,   82.8 ,  60.6*, 0.00I,999.9, 000000,
673410,99999, 20070502,   74.0,16,   62.7,16, 1022.8, 6, 9999.9, 0,  10.7,16,   6.2,16,   9.9, 999.9,   82.4*,  65.3 , 0.00I,999.9, 000000,
673410,99999, 20070503,   75.4,18,   63.9,18, 1020.7, 5, 9999.9, 0,  10.2,18,   7.9,16,  15.0, 999.9,   84.2*,  66.9 , 0.00I,999.9, 000000,
673410,99999, 20070504,   73.6,12,   65.2,12, 1021.1, 4, 9999.9, 0,  10.9,12,   5.6, 9,   8.9, 999.9,   82.4*,  69.4 , 0.00I,999.9, 000000,
673410,99999, 20070507,   76.0,17,   63.6,17, 1019.9, 8, 9999.9, 0,  11.2,17,   6.9,17,  12.0, 999.9,   86.0*,  61.5 , 0.00I,999.9, 000000,
673410,99999, 20070508,   74.1,19,   61.1,19, 1019.6, 7, 9999.9, 0,  11.0,19,   8.0,17,  14.0, 999.9,   84.2*,  62.8 , 0.00I,999.9, 000000,
673410,99999, 20070509,   73.0,21,   62.3,21, 1019.4, 8, 9999.9, 0,  10.5,21,   5.6,21,  12.0, 999.9,   85.8 ,  63.0 , 0.00I,999.9, 000000,
673410,99999, 20070510,   75.7,19,   62.8,19, 1018.9, 7, 9999.9, 0,  10.1,19,   8.4,18,  15.9, 999.9,   90.1 ,  63.1 , 0.00I,999.9, 000000,
673410,99999, 20070511,   73.0,21,   59.1,21, 1025.3, 8, 9999.9, 0,  10.4,21,   8.5,21,  14.0, 999.9,   79.7 ,  66.2*, 0.00I,999.9, 000000,
673410,99999, 20070512,   73.6,22,   62.1,22, 1020.1, 8, 9999.9, 0,   9.8,22,   8.3,20,  14.0, 999.9,   86.4 ,  60.8*, 0.00I,999.9, 000000,
673410,99999, 20070513,   73.8,21,   62.9,21, 1017.7, 7, 9999.9, 0,   8.2,20,   9.1,14,  12.0, 999.9,   91.6 ,  61.7 , 0.00I,999.9, 100000,
673410,99999, 20070514,   77.1,19,   63.7,19, 1015.0, 8, 9999.9, 0,  11.5,19,  12.6,17,  16.9, 999.9,   89.6*,  64.8 , 0.00I,999.9, 000000,
673410,99999, 20070515,   77.0,21,   58.6,21, 1012.8, 8, 9999.9, 0,  11.1,21,  11.5,21,  16.9, 999.9,   93.6 ,  63.5 , 0.00I,999.9, 000000,
673410,99999, 20070516,   73.2,21,   61.9,21, 1020.1, 5, 9999.9, 0,   9.7,21,   7.2,19,  15.9, 999.9,   78.8 ,  68.0*, 0.00I,999.9, 000000,
673410,99999, 20070517,   74.0,21,   63.7,21, 1018.3, 8, 9999.9, 0,  10.5,21,   7.1,20,  15.0, 999.9,   86.4 ,  62.6*, 0.00I,999.9, 000000,
673410,99999, 20070518,   72.2,20,   62.5,20, 1019.8, 6, 9999.9, 0,   9.6,20,   6.9,17,  12.0, 999.9,   80.6*,  63.7 , 0.00I,999.9, 000000,
673410,99999, 20070519,   76.3,22,   62.2,22, 1013.4, 8, 9999.9, 0,   7.9,21,  12.4,21,  19.0, 999.9,   87.8*,  64.4*, 0.00I,999.9, 000000,
673410,99999, 20070520,   79.1,21,   54.5,21, 1004.5, 8, 9999.9, 0,  10.5,21,  19.2,16,  22.0, 999.9,   92.5 ,  64.2 , 0.00I,999.9, 000000,
673410,99999, 20070521,   72.1,21,   51.4,21, 1008.2, 5, 9999.9, 0,   9.4,21,  11.2,21,  23.9, 999.9,   79.9 ,  64.4*, 0.00I,999.9, 000000,
673410,99999, 20070522,   62.9,14,   41.7,14, 1014.5, 6, 9999.9, 0,  10.5,14,  13.8,14,  25.1, 999.9,   68.5*,  55.4 , 0.00I,999.9, 000000,
673410,99999, 20070523,   64.0,17,   44.6,17, 1020.7, 6, 9999.9, 0,  10.3,17,   9.2,16,  15.9, 999.9,   71.6*,  50.5 , 0.00I,999.9, 000000,
673410,99999, 20070524,   59.5,12,   49.2,12, 1022.3, 5, 9999.9, 0,   8.1,12,   4.5,12,   8.0, 999.9,   74.5 ,  52.3 , 0.00I,999.9, 100000,
673410,99999, 20070525,   62.2,14,   50.1,14, 1023.4, 6, 9999.9, 0,  10.8,14,   6.2,14,  13.0, 999.9,   74.1*,  50.0*, 0.00I,999.9, 000000,
673410,99999, 20070526,   63.7,21,   53.2,21, 1026.2, 6, 9999.9, 0,   9.9,21,   4.5,19,   8.0, 999.9,   73.4*,  53.6*, 0.00I,999.9, 000000,
673410,99999, 20070527,   52.8, 4,   47.3, 4, 9999.9, 0, 9999.9, 0,  12.4, 4,   2.5, 4,   9.9, 999.9,   54.3*,  50.0*, 0.00I,999.9, 000000,
