country,year,month,pathogen,positive.ages.0.23,positive.ages.24.59
Mali,2008,4,Shigella,1.285714,0
Mali,2008,5,Shigella,1,1
Mali,2008,6,Shigella,0,2
Mali,2008,7,Shigella,1.071429,0
Mali,2008,8,Shigella,0,1
Mali,2008,9,Shigella,0,0
Mali,2008,10,Shigella,2.555556,1.444444
Mali,2008,11,Shigella,0,0
Mali,2008,12,Shigella,0,0
Mali,2009,1,Shigella,1.888889,0
Mali,2009,2,Shigella,4.111111,1.333333
Mali,2009,3,Shigella,4.2,1.444444
Mali,2009,4,Shigella,4,1
Mali,2009,5,Shigella,0,0
Mali,2009,6,Shigella,0,0
Mali,2009,7,Shigella,0,1.444444
Mali,2009,8,Shigella,2.1,0
Mali,2009,9,Shigella,0,0
Mali,2009,10,Shigella,1.777778,0
Mali,2009,11,Shigella,0,1.2
Mali,2009,12,Shigella,1.111111,0
Mali,2010,1,Shigella,0,0
Mali,2010,2,Shigella,0,1.222222
Mali,2010,3,Shigella,0,0
Mali,2010,4,Shigella,1.555556,0
Mali,2010,5,Shigella,0,1
Mali,2010,6,Shigella,0,1
Mali,2010,7,Shigella,1.333333,1
Mali,2010,8,Shigella,3.966667,1.2
Mali,2010,9,Shigella,0,1
Mali,2010,10,Shigella,0,0
Mali,2010,11,Shigella,0,1
Mali,2010,12,Shigella,1,0
Mali,2007,12,V cholerae,0,0
Mali,2008,1,V cholerae,0,0
Mali,2008,2,V cholerae,0,0
Mali,2008,3,V cholerae,0,0
Mali,2008,4,V cholerae,0,0
Mali,2008,5,V cholerae,0,0
Mali,2008,6,V cholerae,0,0
Mali,2008,7,V cholerae,0,0
Mali,2008,8,V cholerae,0,0
Mali,2008,9,V cholerae,0,0
Mali,2008,10,V cholerae,0,0
Mali,2008,11,V cholerae,0,0
Mali,2008,12,V cholerae,0,0
Mali,2009,1,V cholerae,0,0
Mali,2009,2,V cholerae,0,0
Mali,2009,3,V cholerae,0,0
Mali,2009,4,V cholerae,0,0
Mali,2009,5,V cholerae,0,0
Mali,2009,6,V cholerae,0,0
Mali,2009,7,V cholerae,0,0
Mali,2009,8,V cholerae,0,0
Mali,2009,9,V cholerae,0,0
Mali,2009,10,V cholerae,0,0
Mali,2009,11,V cholerae,0,0
Mali,2009,12,V cholerae,0,0
Mali,2010,1,V cholerae,0,0
Mali,2010,2,V cholerae,0,0
Mali,2010,3,V cholerae,0,0
Mali,2010,4,V cholerae,0,0
Mali,2010,5,V cholerae,0,0
Mali,2010,6,V cholerae,0,0
Mali,2010,7,V cholerae,0,0
Mali,2010,8,V cholerae,0,0
Mali,2010,9,V cholerae,0,0
Mali,2010,10,V cholerae,0,0
Mali,2010,11,V cholerae,0,0
Mali,2010,12,V cholerae,0,0
Mali,2007,12,ETEC ST,1,0
Mali,2008,1,ETEC ST,0,0
Mali,2008,2,ETEC ST,1.111111,1
Mali,2008,3,ETEC ST,2.452381,1.2
Mali,2008,4,ETEC ST,1.111111,0
Mali,2008,5,ETEC ST,1.533333,0
Mali,2008,6,ETEC ST,6.2,0
Mali,2008,7,ETEC ST,13.06667,0
Mali,2008,8,ETEC ST,9.4,0
Mali,2008,9,ETEC ST,0,0
Mali,2008,10,ETEC ST,0,0
Mali,2008,11,ETEC ST,10.44444,1.888889
Mali,2008,12,ETEC ST,6.444444,1.111111
Mali,2009,1,ETEC ST,1.111111,0
Mali,2009,2,ETEC ST,0,0
Mali,2009,3,ETEC ST,0,2.888889
Mali,2009,4,ETEC ST,9.666667,1
Mali,2009,5,ETEC ST,3.444444,1.9
Mali,2009,6,ETEC ST,4.222222,1.666667
Mali,2009,7,ETEC ST,15.94444,3.111111
Mali,2009,8,ETEC ST,0,0
Mali,2009,9,ETEC ST,2.9,1.2
Mali,2009,10,ETEC ST,0,1
Mali,2009,11,ETEC ST,2,5.155556
Mali,2009,12,ETEC ST,0,0
Mali,2010,1,ETEC ST,4.111111,2.444444
Mali,2010,2,ETEC ST,2,0
Mali,2010,3,ETEC ST,6.333333,1.222222
Mali,2010,4,ETEC ST,5.833333,0
Mali,2010,5,ETEC ST,2.555556,1.111111
Mali,2010,6,ETEC ST,8.892929,0
Mali,2010,7,ETEC ST,2.848485,0
Mali,2010,8,ETEC ST,0,1.222222
Mali,2010,9,ETEC ST,5.988889,2
Mali,2010,10,ETEC ST,1.555556,2
Mali,2010,11,ETEC ST,2.111111,1.222222
Mali,2010,12,ETEC ST,2.444444,0
Mali,2007,12,tEPEC,0,0
Mali,2008,1,tEPEC,2.9,0
Mali,2008,2,tEPEC,1.111111,3
Mali,2008,3,tEPEC,3.857143,0
Mali,2008,4,tEPEC,7.126984,0
Mali,2008,5,tEPEC,9.666667,0
Mali,2008,6,tEPEC,10.13333,0
Mali,2008,7,tEPEC,14.34286,0
Mali,2008,8,tEPEC,8.333333,1.2
Mali,2008,9,tEPEC,13.01429,5.017857
Mali,2008,10,tEPEC,17.11111,1.444444
Mali,2008,11,tEPEC,13.11111,6.222222
Mali,2008,12,tEPEC,15.66667,3
Mali,2009,1,tEPEC,12.55556,2.222222
Mali,2009,2,tEPEC,5.777778,1.333333
Mali,2009,3,tEPEC,12.08889,2.888889
Mali,2009,4,tEPEC,16.44444,2
Mali,2009,5,tEPEC,15.11111,7.588889
Mali,2009,6,tEPEC,20.76667,4.777778
Mali,2009,7,tEPEC,19.24444,3.444444
Mali,2009,8,tEPEC,20.65556,0
Mali,2009,9,tEPEC,7.577778,1.222222
Mali,2009,10,tEPEC,3.888889,1
Mali,2009,11,tEPEC,13.63333,3.111111
Mali,2009,12,tEPEC,1.888889,0
Mali,2010,1,tEPEC,3.777778,1.333333
Mali,2010,2,tEPEC,6.888889,0
Mali,2010,3,tEPEC,6.4,2.333333
Mali,2010,4,tEPEC,3.111111,4.111111
Mali,2010,5,tEPEC,6.111111,3.111111
Mali,2010,6,tEPEC,5,2
Mali,2010,7,tEPEC,4.222222,5.444444
Mali,2010,8,tEPEC,5.966667,1.2
Mali,2010,9,tEPEC,7.2,3
Mali,2010,10,tEPEC,5.333333,3.111111
Mali,2010,11,tEPEC,3.222222,1.222222
Mali,2010,12,tEPEC,2.111111,0
Mali,2007,12,EAEC,0,0
Mali,2008,1,EAEC,3.6,1.333333
Mali,2008,2,EAEC,2.511111,2
Mali,2008,3,EAEC,3.428571,1
Mali,2008,4,EAEC,3.555556,0
Mali,2008,5,EAEC,9.3,0
Mali,2008,6,EAEC,3.871429,0
Mali,2008,7,EAEC,38.68095,3.083333
Mali,2008,8,EAEC,20.2,1
Mali,2008,9,EAEC,21.74762,1.875
Mali,2008,10,EAEC,12.11111,0
Mali,2008,11,EAEC,11,8.777778
Mali,2008,12,EAEC,46.66667,1
Mali,2009,1,EAEC,16.77778,1.222222
Mali,2009,2,EAEC,12.22222,2.444444
Mali,2009,3,EAEC,16.97778,8.333333
Mali,2009,4,EAEC,13.33333,3.222222
Mali,2009,5,EAEC,24.22222,4.8
Mali,2009,6,EAEC,49.41111,4.555556
Mali,2009,7,EAEC,17.05556,5.444444
Mali,2009,8,EAEC,30.96667,2.888889
Mali,2009,9,EAEC,31.14444,6.311111
Mali,2009,10,EAEC,9.088889,0
Mali,2009,11,EAEC,19.67778,3.955556
Mali,2009,12,EAEC,19.30556,6.333333
Mali,2010,1,EAEC,8.694444,2.222222
Mali,2010,2,EAEC,9.777778,3.666667
Mali,2010,3,EAEC,12.6,4.777778
Mali,2010,4,EAEC,10.16667,0
Mali,2010,5,EAEC,12.55556,4.111111
Mali,2010,6,EAEC,10.15253,3.111111
Mali,2010,7,EAEC,12.33333,1
Mali,2010,8,EAEC,13.74444,3.622222
Mali,2010,9,EAEC,8.322222,1
Mali,2010,10,EAEC,13.55556,2.222222
Mali,2010,11,EAEC,8.222222,0
Mali,2010,12,EAEC,1,0
Mali,2007,12,Cryptosporidium,0,0
Mali,2008,1,Cryptosporidium,0,0
Mali,2008,2,Cryptosporidium,0,0
Mali,2008,3,Cryptosporidium,0,2.2
Mali,2008,4,Cryptosporidium,6.952381,1
Mali,2008,5,Cryptosporidium,17.1,1
Mali,2008,6,Cryptosporidium,27.46667,3
Mali,2008,7,Cryptosporidium,53.68571,2
Mali,2008,8,Cryptosporidium,27.8,2.2
Mali,2008,9,Cryptosporidium,4.266667,0
Mali,2008,10,Cryptosporidium,17.55556,1.444444
Mali,2008,11,Cryptosporidium,5.555556,1.555556
Mali,2008,12,Cryptosporidium,6.777778,0
Mali,2009,1,Cryptosporidium,4.555556,0
Mali,2009,2,Cryptosporidium,0,0
Mali,2009,3,Cryptosporidium,2.888889,0
Mali,2009,4,Cryptosporidium,11.66667,0
Mali,2009,5,Cryptosporidium,29.33333,0
Mali,2009,6,Cryptosporidium,50.38889,0
Mali,2009,7,Cryptosporidium,28.67778,1
Mali,2009,8,Cryptosporidium,27.22222,1.2
Mali,2009,9,Cryptosporidium,6.677778,2.533333
Mali,2009,10,Cryptosporidium,9.422222,1
Mali,2009,11,Cryptosporidium,3.555556,0
Mali,2009,12,Cryptosporidium,3.777778,0
Mali,2010,1,Cryptosporidium,1.111111,0
Mali,2010,2,Cryptosporidium,0,0
Mali,2010,3,Cryptosporidium,2.733333,1.111111
Mali,2010,4,Cryptosporidium,6.833333,1.444444
Mali,2010,5,Cryptosporidium,2.888889,1
Mali,2010,6,Cryptosporidium,10.51919,1
Mali,2010,7,Cryptosporidium,17.11111,1
Mali,2010,8,Cryptosporidium,21.18889,2.422222
Mali,2010,9,Cryptosporidium,9.888889,1
Mali,2010,10,Cryptosporidium,2.666667,0
Mali,2010,11,Cryptosporidium,1.777778,0
Mali,2010,12,Cryptosporidium,0,1
Mali,2007,12,Rotavirus,4,0
Mali,2008,1,Rotavirus,7.4,0
Mali,2008,2,Rotavirus,8.266667,0
Mali,2008,3,Rotavirus,0,0
Mali,2008,4,Rotavirus,0,0
Mali,2008,5,Rotavirus,0,0
Mali,2008,6,Rotavirus,0,0
Mali,2008,7,Rotavirus,6.6,0
Mali,2008,8,Rotavirus,24.53333,0
Mali,2008,9,Rotavirus,55.32381,1.571429
Mali,2008,10,Rotavirus,26.55556,1
Mali,2008,11,Rotavirus,59.66667,0
Mali,2008,12,Rotavirus,100,7.111111
Mali,2009,1,Rotavirus,37,0
Mali,2009,2,Rotavirus,6.444444,0
Mali,2009,3,Rotavirus,1.666667,0
Mali,2009,4,Rotavirus,0,1.111111
Mali,2009,5,Rotavirus,3.333333,0
Mali,2009,6,Rotavirus,0,0
Mali,2009,7,Rotavirus,7.766667,0
Mali,2009,8,Rotavirus,2.888889,0
Mali,2009,9,Rotavirus,22.91111,1.333333
Mali,2009,10,Rotavirus,25.46667,2
Mali,2009,11,Rotavirus,32.04444,7.066667
Mali,2009,12,Rotavirus,40.38889,1
Mali,2010,1,Rotavirus,21.69444,1.333333
Mali,2010,2,Rotavirus,3.888889,0
Mali,2010,3,Rotavirus,2.666667,0
Mali,2010,4,Rotavirus,2.722222,0
Mali,2010,5,Rotavirus,2.333333,0
Mali,2010,6,Rotavirus,1.222222,0
Mali,2010,7,Rotavirus,0,0
Mali,2010,8,Rotavirus,9.822222,3.644444
Mali,2010,9,Rotavirus,14.42222,1.222222
Mali,2010,10,Rotavirus,10.44444,0
Mali,2010,11,Rotavirus,18.88889,2.444444
Mali,2010,12,Rotavirus,22.55556,1
Mali,2007,12,Norovirus GI,0,0
Mali,2008,1,Norovirus GI,0,0
Mali,2008,2,Norovirus GI,0,0
Mali,2008,3,Norovirus GI,0,0
Mali,2008,4,Norovirus GI,0,0
Mali,2008,5,Norovirus GI,1.533333,1
Mali,2008,6,Norovirus GI,0,0
Mali,2008,7,Norovirus GI,0,0
Mali,2008,8,Norovirus GI,0,0
Mali,2008,9,Norovirus GI,0,0
Mali,2008,10,Norovirus GI,0,1.444444
Mali,2008,11,Norovirus GI,0,0
Mali,2008,12,Norovirus GI,0,0
Mali,2009,1,Norovirus GI,0,0
Mali,2009,2,Norovirus GI,0,0
Mali,2009,3,Norovirus GI,0,0
Mali,2009,4,Norovirus GI,2,1
Mali,2009,5,Norovirus GI,0,3.9
Mali,2009,6,Norovirus GI,18.66667,4.777778
Mali,2009,7,Norovirus GI,0,0
Mali,2009,8,Norovirus GI,0,0
Mali,2009,9,Norovirus GI,2.9,2.666667
Mali,2009,10,Norovirus GI,0,0
Mali,2009,11,Norovirus GI,2.3,0
Mali,2009,12,Norovirus GI,0,1
Mali,2010,1,Norovirus GI,0,0
Mali,2010,2,Norovirus GI,0,0
Mali,2010,3,Norovirus GI,0,0
Mali,2010,4,Norovirus GI,0,0
Mali,2010,5,Norovirus GI,1.444444,1.111111
Mali,2010,6,Norovirus GI,0,0
Mali,2010,7,Norovirus GI,0,0
Mali,2010,8,Norovirus GI,0,0
Mali,2010,9,Norovirus GI,0,0
Mali,2010,10,Norovirus GI,0,0
Mali,2010,11,Norovirus GI,0,0
Mali,2010,12,Norovirus GI,2.444444,0
Mali,2007,12,Norovirus GII,0,0
Mali,2008,1,Norovirus GII,1.5,0
Mali,2008,2,Norovirus GII,3.6,1
Mali,2008,3,Norovirus GII,0,0
Mali,2008,4,Norovirus GII,3.396825,0
Mali,2008,5,Norovirus GII,3.033333,0
Mali,2008,6,Norovirus GII,1.333333,0
Mali,2008,7,Norovirus GII,1.933333,0
Mali,2008,8,Norovirus GII,0,3.2
Mali,2008,9,Norovirus GII,0,1.571429
Mali,2008,10,Norovirus GII,0,0
Mali,2008,11,Norovirus GII,0,0
Mali,2008,12,Norovirus GII,0,0
Mali,2009,1,Norovirus GII,0,0
Mali,2009,2,Norovirus GII,0,0
Mali,2009,3,Norovirus GII,1.444444,0
Mali,2009,4,Norovirus GII,0,0
Mali,2009,5,Norovirus GII,0,1.9
Mali,2009,6,Norovirus GII,2.666667,0
Mali,2009,7,Norovirus GII,0,0
Mali,2009,8,Norovirus GII,0,0
Mali,2009,9,Norovirus GII,1.777778,1.222222
Mali,2009,10,Norovirus GII,0,0
Mali,2009,11,Norovirus GII,2.3,3.6
Mali,2009,12,Norovirus GII,4.444444,2
Mali,2010,1,Norovirus GII,0,0
Mali,2010,2,Norovirus GII,0,0
Mali,2010,3,Norovirus GII,6.866667,0
Mali,2010,4,Norovirus GII,0,0
Mali,2010,5,Norovirus GII,0,0
Mali,2010,6,Norovirus GII,0,0
Mali,2010,7,Norovirus GII,0,0
Mali,2010,8,Norovirus GII,0,1.2
Mali,2010,9,Norovirus GII,0,0
Mali,2010,10,Norovirus GII,0,0
Mali,2010,11,Norovirus GII,0,0
Mali,2010,12,Norovirus GII,2.111111,0
Mali,2007,12,Adenovirus 40/41,0,0
Mali,2008,1,Adenovirus 40/41,0,0
Mali,2008,2,Adenovirus 40/41,0,0
Mali,2008,3,Adenovirus 40/41,1.166667,0
Mali,2008,4,Adenovirus 40/41,3.428571,0
Mali,2008,5,Adenovirus 40/41,2.533333,0
Mali,2008,6,Adenovirus 40/41,1.466667,0
Mali,2008,7,Adenovirus 40/41,6.333333,0
Mali,2008,8,Adenovirus 40/41,4.333333,0
Mali,2008,9,Adenovirus 40/41,4.614286,0
Mali,2008,10,Adenovirus 40/41,6.666667,0
Mali,2008,11,Adenovirus 40/41,0,0
Mali,2008,12,Adenovirus 40/41,0,0
Mali,2009,1,Adenovirus 40/41,2.333333,0
Mali,2009,2,Adenovirus 40/41,3.111111,0
Mali,2009,3,Adenovirus 40/41,0,0
Mali,2009,4,Adenovirus 40/41,0,1.111111
Mali,2009,5,Adenovirus 40/41,5.777778,1.9
Mali,2009,6,Adenovirus 40/41,1.888889,0
Mali,2009,7,Adenovirus 40/41,0,0
Mali,2009,8,Adenovirus 40/41,0,0
Mali,2009,9,Adenovirus 40/41,2,0
Mali,2009,10,Adenovirus 40/41,1.777778,0
Mali,2009,11,Adenovirus 40/41,0,0
Mali,2009,12,Adenovirus 40/41,0,1
Mali,2010,1,Adenovirus 40/41,1.222222,0
Mali,2010,2,Adenovirus 40/41,0,0
Mali,2010,3,Adenovirus 40/41,4.133333,0
Mali,2010,4,Adenovirus 40/41,3.444444,0
Mali,2010,5,Adenovirus 40/41,0,0
Mali,2010,6,Adenovirus 40/41,1.181818,0
Mali,2010,7,Adenovirus 40/41,1.666667,0
Mali,2010,8,Adenovirus 40/41,0,0
Mali,2010,9,Adenovirus 40/41,0,1
Mali,2010,10,Adenovirus 40/41,0,0
Mali,2010,11,Adenovirus 40/41,0,0
Mali,2010,12,Adenovirus 40/41,0,0
Mozambique,2007,12,all MSD,59.66667,11.5
Mozambique,2008,1,all MSD,70.11515,23.5
Mozambique,2008,2,all MSD,61.07532,13
Mozambique,2008,3,all MSD,51.14286,13.5
Mozambique,2008,4,all MSD,36,8.5
Mozambique,2008,5,all MSD,34.66667,3
Mozambique,2008,6,all MSD,24.33333,5
Mozambique,2008,7,all MSD,47.25,2
Mozambique,2008,8,all MSD,15.75,2
Mozambique,2008,9,all MSD,17.2,6
Mozambique,2008,10,all MSD,36.9,10
Mozambique,2008,11,all MSD,31.75714,10
Mozambique,2008,12,all MSD,43.14286,5
Mozambique,2009,1,all MSD,35,5
Mozambique,2009,2,all MSD,30,18
Mozambique,2009,3,all MSD,38.5,5
Mozambique,2009,4,all MSD,6.166667,0
Mozambique,2009,5,all MSD,15.33333,7
Mozambique,2009,6,all MSD,56,1
Mozambique,2009,7,all MSD,26.5,0
Mozambique,2009,8,all MSD,10.5,1
Mozambique,2009,9,all MSD,11.5,4
Mozambique,2009,10,all MSD,26.18571,8
Mozambique,2009,11,all MSD,30.31429,10
Mozambique,2009,12,all MSD,26.83333,6.5
Mozambique,2010,1,all MSD,37.16667,12.5
Mozambique,2010,2,all MSD,51,11
Mozambique,2010,3,all MSD,36,1
Mozambique,2010,4,all MSD,24,0
Mozambique,2010,5,all MSD,16,2
Mozambique,2010,6,all MSD,12,0
Mozambique,2010,7,all MSD,8,0
Mozambique,2010,8,all MSD,14,0
Mozambique,2010,9,all MSD,11.5,3
Mozambique,2010,10,all MSD,9.5,2
Mozambique,2010,11,all MSD,20,2.5
Mozambique,2010,12,all MSD,27,4.5
Mozambique,2007,12,Aeromonas,0,0
Mozambique,2008,1,Aeromonas,3.685714,0
Mozambique,2008,2,Aeromonas,0,0
Mozambique,2008,3,Aeromonas,0,0
Mozambique,2008,4,Aeromonas,0,0
Mozambique,2008,5,Aeromonas,1.428571,0
Mozambique,2008,6,Aeromonas,0,0
Mozambique,2008,7,Aeromonas,0,0
Mozambique,2008,8,Aeromonas,0,0
Mozambique,2008,9,Aeromonas,1.333333,0
Mozambique,2008,10,Aeromonas,0,0
Mozambique,2008,11,Aeromonas,0,0
Mozambique,2008,12,Aeromonas,0,0
Mozambique,2009,1,Aeromonas,0,0
Mozambique,2009,2,Aeromonas,0,0
Mozambique,2009,3,Aeromonas,0,0
Mozambique,2009,4,Aeromonas,0,0
Mozambique,2009,5,Aeromonas,0,0
Mozambique,2009,6,Aeromonas,0,0
Mozambique,2009,7,Aeromonas,0,0
Mozambique,2009,8,Aeromonas,0,0
Mozambique,2009,9,Aeromonas,0,0
Mozambique,2009,10,Aeromonas,0,0
Mozambique,2009,11,Aeromonas,0,0
Mozambique,2009,12,Aeromonas,0,0
Mozambique,2010,1,Aeromonas,0,0
Mozambique,2010,2,Aeromonas,4,0
Mozambique,2010,3,Aeromonas,0,0
Mozambique,2010,4,Aeromonas,4.5,0
Mozambique,2010,5,Aeromonas,0,0
Mozambique,2010,6,Aeromonas,0,0
Mozambique,2010,7,Aeromonas,0,0
Mozambique,2010,8,Aeromonas,0,0
Mozambique,2010,9,Aeromonas,0,0
Mozambique,2010,10,Aeromonas,0,0
Mozambique,2010,11,Aeromonas,0,0
Mozambique,2010,12,Aeromonas,0,0
Mozambique,2007,12,C coli or jejuni,0,0
Mozambique,2008,1,C coli or jejuni,0,0
Mozambique,2008,2,C coli or jejuni,0,0
Mozambique,2008,3,C coli or jejuni,2.485294,0
Mozambique,2008,4,C coli or jejuni,1.666667,0
Mozambique,2008,5,C coli or jejuni,1.428571,0
Mozambique,2008,6,C coli or jejuni,0,0
Mozambique,2008,7,C coli or jejuni,0,0
Mozambique,2008,8,C coli or jejuni,1.875,0
Mozambique,2008,9,C coli or jejuni,0,0
Mozambique,2008,10,C coli or jejuni,3.095238,0
Mozambique,2008,11,C coli or jejuni,3.333333,0
Mozambique,2008,12,C coli or jejuni,1.285714,0
Mozambique,2009,1,C coli or jejuni,0,0
Mozambique,2009,2,C coli or jejuni,0,0
Mozambique,2009,3,C coli or jejuni,0,0
Mozambique,2009,4,C coli or jejuni,0,0
Mozambique,2009,5,C coli or jejuni,0,0
Mozambique,2009,6,C coli or jejuni,6,0
Mozambique,2009,7,C coli or jejuni,1.25,0
Mozambique,2009,8,C coli or jejuni,1.5,0
Mozambique,2009,9,C coli or jejuni,0,0
Mozambique,2009,10,C coli or jejuni,0,0
Mozambique,2009,11,C coli or jejuni,2.642857,0
Mozambique,2009,12,C coli or jejuni,0,0
Mozambique,2010,1,C coli or jejuni,2.5,0
Mozambique,2010,2,C coli or jejuni,0,0
Mozambique,2010,3,C coli or jejuni,0,0
Mozambique,2010,4,C coli or jejuni,4.5,0
Mozambique,2010,5,C coli or jejuni,0,0
Mozambique,2010,6,C coli or jejuni,1.8,0
Mozambique,2010,7,C coli or jejuni,0,0
Mozambique,2010,8,C coli or jejuni,0,0
Mozambique,2010,9,C coli or jejuni,4,0
Mozambique,2010,10,C coli or jejuni,0,0
Mozambique,2010,11,C coli or jejuni,0,0
Mozambique,2010,12,C coli or jejuni,0,0
Mozambique,2007,12,Shigella,3.5,4.5
Mozambique,2008,1,Shigella,4.685714,2.5
Mozambique,2008,2,Shigella,3.942857,0
Mozambique,2008,3,Shigella,3.901961,2.4
Mozambique,2008,4,Shigella,1.666667,1.25
Mozambique,2008,5,Shigella,0,0
Mozambique,2008,6,Shigella,1.375,0
Mozambique,2008,7,Shigella,0,0
Mozambique,2008,8,Shigella,0,0
Mozambique,2008,9,Shigella,0,4
Mozambique,2008,10,Shigella,0,5.666667
Mozambique,2008,11,Shigella,0,0
Mozambique,2008,12,Shigella,0,0
Mozambique,2009,1,Shigella,0,0
Mozambique,2009,2,Shigella,0,0
Mozambique,2009,3,Shigella,0,0
Mozambique,2009,4,Shigella,0,0
Mozambique,2009,5,Shigella,1,0
Mozambique,2009,6,Shigella,0,0
Mozambique,2009,7,Shigella,0,0
Mozambique,2009,8,Shigella,0,1
Mozambique,2009,9,Shigella,0,1
Mozambique,2009,10,Shigella,0,3
Mozambique,2009,11,Shigella,2.7,0
Mozambique,2009,12,Shigella,0,1.833333
Mozambique,2010,1,Shigella,2.75,3
Mozambique,2010,2,Shigella,0,0
Mozambique,2010,3,Shigella,0,0
Mozambique,2010,4,Shigella,2.5,0
Mozambique,2010,5,Shigella,0,0
Mozambique,2010,6,Shigella,0,0
Mozambique,2010,7,Shigella,0,0
Mozambique,2010,8,Shigella,0,0
Mozambique,2010,9,Shigella,2.5,0
Mozambique,2010,10,Shigella,0,0
Mozambique,2010,11,Shigella,2,2.5
Mozambique,2010,12,Shigella,0,2.5
Mozambique,2007,12,V cholerae,0,0
Mozambique,2008,1,V cholerae,3.636364,13.78571
Mozambique,2008,2,V cholerae,0,1
Mozambique,2008,3,V cholerae,2.666667,0
Mozambique,2008,4,V cholerae,1.666667,0
Mozambique,2008,5,V cholerae,0,0
Mozambique,2008,6,V cholerae,0,0
Mozambique,2008,7,V cholerae,0,0
Mozambique,2008,8,V cholerae,0,0
Mozambique,2008,9,V cholerae,0,0
Mozambique,2008,10,V cholerae,0,0
Mozambique,2008,11,V cholerae,0,0
Mozambique,2008,12,V cholerae,0,0
Mozambique,2009,1,V cholerae,0,0
Mozambique,2009,2,V cholerae,0,3
Mozambique,2009,3,V cholerae,2.666667,0
Mozambique,2009,4,V cholerae,0,0
Mozambique,2009,5,V cholerae,0,0
Mozambique,2009,6,V cholerae,0,0
Mozambique,2009,7,V cholerae,0,0
Mozambique,2009,8,V cholerae,0,0
Mozambique,2009,9,V cholerae,0,0
Mozambique,2009,10,V cholerae,0,0
Mozambique,2009,11,V cholerae,0,0
Mozambique,2009,12,V cholerae,0,0
Mozambique,2010,1,V cholerae,0,0
Mozambique,2010,2,V cholerae,0,0
Mozambique,2010,3,V cholerae,0,0
Mozambique,2010,4,V cholerae,0,0
Mozambique,2010,5,V cholerae,0,0
Mozambique,2010,6,V cholerae,0,0
Mozambique,2010,7,V cholerae,0,0
Mozambique,2010,8,V cholerae,0,0
Mozambique,2010,9,V cholerae,0,0
Mozambique,2010,10,V cholerae,0,0
Mozambique,2010,11,V cholerae,0,0
Mozambique,2010,12,V cholerae,0,0
Mozambique,2007,12,ETEC ST,10.83333,0
Mozambique,2008,1,ETEC ST,11.54026,1.571429
Mozambique,2008,2,ETEC ST,3.920833,1
Mozambique,2008,3,ETEC ST,1.235294,0
Mozambique,2008,4,ETEC ST,1.454545,1.25
Mozambique,2008,5,ETEC ST,0,0
Mozambique,2008,6,ETEC ST,3,0
Mozambique,2008,7,ETEC ST,0,0
Mozambique,2008,8,ETEC ST,1.875,0
Mozambique,2008,9,ETEC ST,2,0
Mozambique,2008,10,ETEC ST,1.75,0
Mozambique,2008,11,ETEC ST,1.6,2.5
Mozambique,2008,12,ETEC ST,21.48571,1.666667
Mozambique,2009,1,ETEC ST,6.666667,0
Mozambique,2009,2,ETEC ST,0,0
Mozambique,2009,3,ETEC ST,2.666667,0
Mozambique,2009,4,ETEC ST,0,0
Mozambique,2009,5,ETEC ST,1.5,0
Mozambique,2009,6,ETEC ST,0,0
Mozambique,2009,7,ETEC ST,0,0
Mozambique,2009,8,ETEC ST,0,0
Mozambique,2009,9,ETEC ST,0,0
Mozambique,2009,10,ETEC ST,0,0
Mozambique,2009,11,ETEC ST,1.2,0
Mozambique,2009,12,ETEC ST,2.5,0
Mozambique,2010,1,ETEC ST,9.72619,7.666667
Mozambique,2010,2,ETEC ST,12,0
Mozambique,2010,3,ETEC ST,2.2,0
Mozambique,2010,4,ETEC ST,0,0
Mozambique,2010,5,ETEC ST,0,0
Mozambique,2010,6,ETEC ST,0,0
Mozambique,2010,7,ETEC ST,0,0
Mozambique,2010,8,ETEC ST,1.666667,0
Mozambique,2010,9,ETEC ST,0,0
Mozambique,2010,10,ETEC ST,0,0
Mozambique,2010,11,ETEC ST,0,0
Mozambique,2010,12,ETEC ST,8,0
Mozambique,2007,12,tEPEC,3.5,0
Mozambique,2008,1,tEPEC,11.77374,0
Mozambique,2008,2,tEPEC,5.395833,0
Mozambique,2008,3,tEPEC,7.863445,2.45
Mozambique,2008,4,tEPEC,4.363636,0
Mozambique,2008,5,tEPEC,3.5,0
Mozambique,2008,6,tEPEC,1.375,0
Mozambique,2008,7,tEPEC,1.875,0
Mozambique,2008,8,tEPEC,1.875,0
Mozambique,2008,9,tEPEC,1,0
Mozambique,2008,10,tEPEC,2.4,1
Mozambique,2008,11,tEPEC,6.166667,0
Mozambique,2008,12,tEPEC,4.771429,0
Mozambique,2009,1,tEPEC,2.6,0
Mozambique,2009,2,tEPEC,9.15,0
Mozambique,2009,3,tEPEC,0,0
Mozambique,2009,4,tEPEC,2.5,0
Mozambique,2009,5,tEPEC,2,0
Mozambique,2009,6,tEPEC,0,0
Mozambique,2009,7,tEPEC,0,0
Mozambique,2009,8,tEPEC,0,0
Mozambique,2009,9,tEPEC,0,0
Mozambique,2009,10,tEPEC,1.142857,0
Mozambique,2009,11,tEPEC,3.342857,2.5
Mozambique,2009,12,tEPEC,1.5,0
Mozambique,2010,1,tEPEC,1.142857,0
Mozambique,2010,2,tEPEC,2.5,0
Mozambique,2010,3,tEPEC,8.6,0
Mozambique,2010,4,tEPEC,0,0
Mozambique,2010,5,tEPEC,2,0
Mozambique,2010,6,tEPEC,1.8,0
