country,year,month,pathogen,positive.ages.0.23,positive.ages.24.59
Mozambique,2010,7,tEPEC,0,0
Mozambique,2010,8,tEPEC,0,0
Mozambique,2010,9,tEPEC,0,0
Mozambique,2010,10,tEPEC,0,0
Mozambique,2010,11,tEPEC,1.666667,0
Mozambique,2010,12,tEPEC,1.666667,2
Mozambique,2007,12,EAEC,21.94444,2.25
Mozambique,2008,1,EAEC,18.51486,4.714286
Mozambique,2008,2,EAEC,20.1119,2
Mozambique,2008,3,EAEC,25.0049,1.2
Mozambique,2008,4,EAEC,13.98485,1.25
Mozambique,2008,5,EAEC,16.71429,2
Mozambique,2008,6,EAEC,6.083333,0
Mozambique,2008,7,EAEC,11.875,0
Mozambique,2008,8,EAEC,4.875,0
Mozambique,2008,9,EAEC,2.4,0
Mozambique,2008,10,EAEC,17.48571,5.666667
Mozambique,2008,11,EAEC,4.171429,4.166667
Mozambique,2008,12,EAEC,11.42143,3.333333
Mozambique,2009,1,EAEC,7.6,0
Mozambique,2009,2,EAEC,8.566667,3
Mozambique,2009,3,EAEC,9,5
Mozambique,2009,4,EAEC,3.666667,0
Mozambique,2009,5,EAEC,5.888889,2.333333
Mozambique,2009,6,EAEC,18.19444,0
Mozambique,2009,7,EAEC,4.5,0
Mozambique,2009,8,EAEC,1.5,0
Mozambique,2009,9,EAEC,1,3
Mozambique,2009,10,EAEC,5,0
Mozambique,2009,11,EAEC,7.142857,0
Mozambique,2009,12,EAEC,13,0
Mozambique,2010,1,EAEC,4.785714,4
Mozambique,2010,2,EAEC,9.2,0
Mozambique,2010,3,EAEC,8.466667,1
Mozambique,2010,4,EAEC,6.5,0
Mozambique,2010,5,EAEC,4,0
Mozambique,2010,6,EAEC,1.5,0
Mozambique,2010,7,EAEC,6,0
Mozambique,2010,8,EAEC,10.66667,0
Mozambique,2010,9,EAEC,4,0
Mozambique,2010,10,EAEC,4.5,0
Mozambique,2010,11,EAEC,3.166667,0
Mozambique,2010,12,EAEC,3.333333,0
Mozambique,2007,12,Cryptosporidium,14.44444,2.25
Mozambique,2008,1,Cryptosporidium,6.088889,1.571429
Mozambique,2008,2,Cryptosporidium,7.53869,0
Mozambique,2008,3,Cryptosporidium,8.955882,0
Mozambique,2008,4,Cryptosporidium,2.909091,0
Mozambique,2008,5,Cryptosporidium,3.833333,0
Mozambique,2008,6,Cryptosporidium,2.75,0
Mozambique,2008,7,Cryptosporidium,4.875,0
Mozambique,2008,8,Cryptosporidium,1,0
Mozambique,2008,9,Cryptosporidium,2.4,0
Mozambique,2008,10,Cryptosporidium,3.828571,0
Mozambique,2008,11,Cryptosporidium,1.285714,0
Mozambique,2008,12,Cryptosporidium,17.9,0
Mozambique,2009,1,Cryptosporidium,11.1,2.5
Mozambique,2009,2,Cryptosporidium,12.28333,0
Mozambique,2009,3,Cryptosporidium,10,0
Mozambique,2009,4,Cryptosporidium,0,0
Mozambique,2009,5,Cryptosporidium,2.5,0
Mozambique,2009,6,Cryptosporidium,1,0
Mozambique,2009,7,Cryptosporidium,6.166667,0
Mozambique,2009,8,Cryptosporidium,5.5,0
Mozambique,2009,9,Cryptosporidium,0,0
Mozambique,2009,10,Cryptosporidium,0,0
Mozambique,2009,11,Cryptosporidium,7.25,6
Mozambique,2009,12,Cryptosporidium,6,1.833333
Mozambique,2010,1,Cryptosporidium,11.14286,0
Mozambique,2010,2,Cryptosporidium,14.95,3.5
Mozambique,2010,3,Cryptosporidium,14.86667,1
Mozambique,2010,4,Cryptosporidium,4,0
Mozambique,2010,5,Cryptosporidium,4,0
Mozambique,2010,6,Cryptosporidium,6.9,0
Mozambique,2010,7,Cryptosporidium,2,0
Mozambique,2010,8,Cryptosporidium,0,0
Mozambique,2010,9,Cryptosporidium,4,0
Mozambique,2010,10,Cryptosporidium,0,0
Mozambique,2010,11,Cryptosporidium,3.166667,0
Mozambique,2010,12,Cryptosporidium,1.666667,0
Mozambique,2007,12,Rotavirus,10.83333,0
Mozambique,2008,1,Rotavirus,1.888889,0
Mozambique,2008,2,Rotavirus,9.005682,0
Mozambique,2008,3,Rotavirus,6.220588,1.2
Mozambique,2008,4,Rotavirus,21.84091,1
Mozambique,2008,5,Rotavirus,20.07143,0
Mozambique,2008,6,Rotavirus,18.83333,0
Mozambique,2008,7,Rotavirus,31.25,1
Mozambique,2008,8,Rotavirus,5.875,0
Mozambique,2008,9,Rotavirus,5.066667,0
Mozambique,2008,10,Rotavirus,5.733333,0
Mozambique,2008,11,Rotavirus,8.666667,1.666667
Mozambique,2008,12,Rotavirus,2.25,0
Mozambique,2009,1,Rotavirus,2.6,0
Mozambique,2009,2,Rotavirus,0,0
Mozambique,2009,3,Rotavirus,0,0
Mozambique,2009,4,Rotavirus,0,0
Mozambique,2009,5,Rotavirus,1.444444,0
Mozambique,2009,6,Rotavirus,45.19444,0
Mozambique,2009,7,Rotavirus,24,0
Mozambique,2009,8,Rotavirus,4.5,0
Mozambique,2009,9,Rotavirus,1,0
Mozambique,2009,10,Rotavirus,15.64286,4
Mozambique,2009,11,Rotavirus,18.87857,1
Mozambique,2009,12,Rotavirus,16.33333,0
Mozambique,2010,1,Rotavirus,6.785714,0
Mozambique,2010,2,Rotavirus,11.35,0
Mozambique,2010,3,Rotavirus,8.2,1
Mozambique,2010,4,Rotavirus,6.5,0
Mozambique,2010,5,Rotavirus,7.5,0
Mozambique,2010,6,Rotavirus,10.2,0
Mozambique,2010,7,Rotavirus,6,0
Mozambique,2010,8,Rotavirus,1.666667,0
Mozambique,2010,9,Rotavirus,0,0
Mozambique,2010,10,Rotavirus,2.5,2
Mozambique,2010,11,Rotavirus,9.166667,0
Mozambique,2010,12,Rotavirus,11.16667,2
Mozambique,2007,12,Norovirus GI,3.5,2.5
Mozambique,2008,1,Norovirus GI,0,0
Mozambique,2008,2,Norovirus GI,0,0
Mozambique,2008,3,Norovirus GI,0,0
Mozambique,2008,4,Norovirus GI,1.666667,0
Mozambique,2008,5,Norovirus GI,0,0
Mozambique,2008,6,Norovirus GI,0,0
Mozambique,2008,7,Norovirus GI,0,0
Mozambique,2008,8,Norovirus GI,0,0
Mozambique,2008,9,Norovirus GI,2.533333,0
Mozambique,2008,10,Norovirus GI,0,1.666667
Mozambique,2008,11,Norovirus GI,3.952381,0
Mozambique,2008,12,Norovirus GI,0,0
Mozambique,2009,1,Norovirus GI,1.666667,0
Mozambique,2009,2,Norovirus GI,0,0
Mozambique,2009,3,Norovirus GI,0,0
Mozambique,2009,4,Norovirus GI,0,0
Mozambique,2009,5,Norovirus GI,0,0
Mozambique,2009,6,Norovirus GI,2,0
Mozambique,2009,7,Norovirus GI,0,0
Mozambique,2009,8,Norovirus GI,0,0
Mozambique,2009,9,Norovirus GI,0,0
Mozambique,2009,10,Norovirus GI,0,0
Mozambique,2009,11,Norovirus GI,0,0
Mozambique,2009,12,Norovirus GI,0,0
Mozambique,2010,1,Norovirus GI,0,0
Mozambique,2010,2,Norovirus GI,0,0
Mozambique,2010,3,Norovirus GI,0,0
Mozambique,2010,4,Norovirus GI,0,0
Mozambique,2010,5,Norovirus GI,0,0
Mozambique,2010,6,Norovirus GI,0,0
Mozambique,2010,7,Norovirus GI,0,0
Mozambique,2010,8,Norovirus GI,0,0
Mozambique,2010,9,Norovirus GI,0,0
Mozambique,2010,10,Norovirus GI,0,0
Mozambique,2010,11,Norovirus GI,0,0
Mozambique,2010,12,Norovirus GI,0,0
Mozambique,2007,12,Norovirus GII,0,0
Mozambique,2008,1,Norovirus GII,1.4,2.5
Mozambique,2008,2,Norovirus GII,1.4375,0
Mozambique,2008,3,Norovirus GII,4,0
Mozambique,2008,4,Norovirus GII,0,0
Mozambique,2008,5,Norovirus GII,0,0
Mozambique,2008,6,Norovirus GII,0,0
Mozambique,2008,7,Norovirus GII,2,0
Mozambique,2008,8,Norovirus GII,0,0
Mozambique,2008,9,Norovirus GII,2.2,4
Mozambique,2008,10,Norovirus GII,1.666667,0
Mozambique,2008,11,Norovirus GII,4.933333,0
Mozambique,2008,12,Norovirus GII,12.48571,0
Mozambique,2009,1,Norovirus GII,2.6,0
Mozambique,2009,2,Norovirus GII,0,0
Mozambique,2009,3,Norovirus GII,0,0
Mozambique,2009,4,Norovirus GII,0,0
Mozambique,2009,5,Norovirus GII,0,0
Mozambique,2009,6,Norovirus GII,0,0
Mozambique,2009,7,Norovirus GII,0,0
Mozambique,2009,8,Norovirus GII,0,0
Mozambique,2009,9,Norovirus GII,0,0
Mozambique,2009,10,Norovirus GII,0,0
Mozambique,2009,11,Norovirus GII,0,0
Mozambique,2009,12,Norovirus GII,0,0
Mozambique,2010,1,Norovirus GII,1.333333,0
Mozambique,2010,2,Norovirus GII,0,0
Mozambique,2010,3,Norovirus GII,0,0
Mozambique,2010,4,Norovirus GII,0,0
Mozambique,2010,5,Norovirus GII,0,0
Mozambique,2010,6,Norovirus GII,0,0
Mozambique,2010,7,Norovirus GII,0,0
Mozambique,2010,8,Norovirus GII,0,0
Mozambique,2010,9,Norovirus GII,4,0
Mozambique,2010,10,Norovirus GII,0,0
Mozambique,2010,11,Norovirus GII,2,0
Mozambique,2010,12,Norovirus GII,0,0
Mozambique,2007,12,Adenovirus 40/41,5.388889,0
Mozambique,2008,1,Adenovirus 40/41,0,0
Mozambique,2008,2,Adenovirus 40/41,0,0
Mozambique,2008,3,Adenovirus 40/41,1.235294,0
Mozambique,2008,4,Adenovirus 40/41,0,0
Mozambique,2008,5,Adenovirus 40/41,0,0
Mozambique,2008,6,Adenovirus 40/41,0,0
Mozambique,2008,7,Adenovirus 40/41,0,0
Mozambique,2008,8,Adenovirus 40/41,0,0
Mozambique,2008,9,Adenovirus 40/41,0,0
Mozambique,2008,10,Adenovirus 40/41,3.095238,0
Mozambique,2008,11,Adenovirus 40/41,0,0
Mozambique,2008,12,Adenovirus 40/41,0,0
Mozambique,2009,1,Adenovirus 40/41,0,0
Mozambique,2009,2,Adenovirus 40/41,0,0
Mozambique,2009,3,Adenovirus 40/41,0,0
Mozambique,2009,4,Adenovirus 40/41,0,0
Mozambique,2009,5,Adenovirus 40/41,0,0
Mozambique,2009,6,Adenovirus 40/41,0,0
Mozambique,2009,7,Adenovirus 40/41,0,0
Mozambique,2009,8,Adenovirus 40/41,0,0
Mozambique,2009,9,Adenovirus 40/41,0,0
Mozambique,2009,10,Adenovirus 40/41,0,0
Mozambique,2009,11,Adenovirus 40/41,0,0
Mozambique,2009,12,Adenovirus 40/41,4,0
Mozambique,2010,1,Adenovirus 40/41,3.642857,0
Mozambique,2010,2,Adenovirus 40/41,4,0
Mozambique,2010,3,Adenovirus 40/41,0,0
Mozambique,2010,4,Adenovirus 40/41,0,0
Mozambique,2010,5,Adenovirus 40/41,0,0
Mozambique,2010,6,Adenovirus 40/41,0,0
Mozambique,2010,7,Adenovirus 40/41,0,0
Mozambique,2010,8,Adenovirus 40/41,2,0
Mozambique,2010,9,Adenovirus 40/41,0,0
Mozambique,2010,10,Adenovirus 40/41,0,0
Mozambique,2010,11,Adenovirus 40/41,0,0
Mozambique,2010,12,Adenovirus 40/41,9.666667,0
Kenya,2008,1,all MSD,5.6,0
Kenya,2008,2,all MSD,123.5071,20.66667
Kenya,2008,3,all MSD,64.89286,16.58333
Kenya,2008,4,all MSD,52.4,17.19444
Kenya,2008,5,all MSD,70.8,16.55556
Kenya,2008,6,all MSD,53.8,14
Kenya,2008,7,all MSD,59.2381,21
Kenya,2008,8,all MSD,48.21429,20
Kenya,2008,9,all MSD,55.24762,21
Kenya,2008,10,all MSD,57.85556,19
Kenya,2008,11,all MSD,48.04444,10
Kenya,2008,12,all MSD,56.4,19
Kenya,2009,1,all MSD,40.43269,16.33333
Kenya,2009,2,all MSD,58.06731,11.95238
Kenya,2009,3,all MSD,43.25,16.93651
Kenya,2009,4,all MSD,42.69444,23.77778
Kenya,2009,5,all MSD,44.55556,20
Kenya,2009,6,all MSD,61.66667,13
Kenya,2009,7,all MSD,50.90476,5
Kenya,2009,8,all MSD,35.45714,11
Kenya,2009,9,all MSD,29.6381,16
Kenya,2009,10,all MSD,35.86111,9
Kenya,2009,11,all MSD,35.97222,13.85714
Kenya,2009,12,all MSD,26.5,6.142857
Kenya,2010,1,all MSD,47.9,16.33333
Kenya,2010,2,all MSD,44.44091,18.06667
Kenya,2010,3,all MSD,29.65909,8.6
Kenya,2010,4,all MSD,25.2,7
Kenya,2010,5,all MSD,35.8,9.75
Kenya,2010,6,all MSD,15,5.25
Kenya,2010,7,all MSD,14,6
Kenya,2010,8,all MSD,34.75,8
Kenya,2010,9,all MSD,34.41667,7
Kenya,2010,10,all MSD,22.83333,9
Kenya,2010,11,all MSD,24,13
Kenya,2010,12,all MSD,21.11111,7
Kenya,2011,1,all MSD,39.88889,6
Kenya,2008,1,Aeromonas,0,0
Kenya,2008,2,Aeromonas,0,1.333333
Kenya,2008,3,Aeromonas,0,0
Kenya,2008,4,Aeromonas,0,0
Kenya,2008,5,Aeromonas,0,0
Kenya,2008,6,Aeromonas,0,0
Kenya,2008,7,Aeromonas,0,0
Kenya,2008,8,Aeromonas,0,0
Kenya,2008,9,Aeromonas,0,0
Kenya,2008,10,Aeromonas,0,0
Kenya,2008,11,Aeromonas,0,0
Kenya,2008,12,Aeromonas,0,0
Kenya,2009,1,Aeromonas,0,0
Kenya,2009,2,Aeromonas,0,0
Kenya,2009,3,Aeromonas,0,0
Kenya,2009,4,Aeromonas,0,0
Kenya,2009,5,Aeromonas,0,0
Kenya,2009,6,Aeromonas,0,0
Kenya,2009,7,Aeromonas,0,0
Kenya,2009,8,Aeromonas,0,0
Kenya,2009,9,Aeromonas,0,0
Kenya,2009,10,Aeromonas,0,0
Kenya,2009,11,Aeromonas,0,0
Kenya,2009,12,Aeromonas,0,0
Kenya,2010,1,Aeromonas,0,0
Kenya,2010,2,Aeromonas,0,0
Kenya,2010,3,Aeromonas,0,0
Kenya,2010,4,Aeromonas,0,0
Kenya,2010,5,Aeromonas,0,0
Kenya,2010,6,Aeromonas,0,0
Kenya,2010,7,Aeromonas,0,0
Kenya,2010,8,Aeromonas,0,0
Kenya,2010,9,Aeromonas,0,0
Kenya,2010,10,Aeromonas,0,0
Kenya,2010,11,Aeromonas,0,0
Kenya,2010,12,Aeromonas,0,0
Kenya,2011,1,Aeromonas,0,0
Kenya,2008,1,C coli or jejuni,0,0
Kenya,2008,2,C coli or jejuni,21.81948,6.875
Kenya,2008,3,C coli or jejuni,4.125,1.333333
Kenya,2008,4,C coli or jejuni,5.2,2
Kenya,2008,5,C coli or jejuni,12.57105,2.2
Kenya,2008,6,C coli or jejuni,8.5,1.5
Kenya,2008,7,C coli or jejuni,10.33182,1
Kenya,2008,8,C coli or jejuni,13.64286,4.333333
Kenya,2008,9,C coli or jejuni,14.06667,1.222222
Kenya,2008,10,C coli or jejuni,6.753968,0
Kenya,2008,11,C coli or jejuni,6.646465,0
Kenya,2008,12,C coli or jejuni,3.6,1
Kenya,2009,1,C coli or jejuni,7.507692,4.166667
Kenya,2009,2,C coli or jejuni,11.68269,0
Kenya,2009,3,C coli or jejuni,0,3.971429
Kenya,2009,4,C coli or jejuni,6.2,3.222222
Kenya,2009,5,C coli or jejuni,2.5,2.5
Kenya,2009,6,C coli or jejuni,5.025,0
Kenya,2009,7,C coli or jejuni,1.875,0
Kenya,2009,8,C coli or jejuni,3.142857,0
Kenya,2009,9,C coli or jejuni,1.5,1.2
Kenya,2009,10,C coli or jejuni,1,0
Kenya,2009,11,C coli or jejuni,4.366667,0
Kenya,2009,12,C coli or jejuni,4,0
Kenya,2010,1,C coli or jejuni,13.47727,1.333333
Kenya,2010,2,C coli or jejuni,11.36111,4
Kenya,2010,3,C coli or jejuni,3.431818,0
Kenya,2010,4,C coli or jejuni,5.2,0
Kenya,2010,5,C coli or jejuni,8.107937,1.25
Kenya,2010,6,C coli or jejuni,6,1
Kenya,2010,7,C coli or jejuni,3,0
Kenya,2010,8,C coli or jejuni,7.198485,5.666667
Kenya,2010,9,C coli or jejuni,10,0
Kenya,2010,10,C coli or jejuni,3.666667,0
Kenya,2010,11,C coli or jejuni,2.666667,2
Kenya,2010,12,C coli or jejuni,4.888889,0
Kenya,2011,1,C coli or jejuni,4.977778,1
Kenya,2008,1,Shigella,0,0
Kenya,2008,2,Shigella,12.52424,6.883333
Kenya,2008,3,Shigella,6.741071,4
Kenya,2008,4,Shigella,3.45,0
Kenya,2008,5,Shigella,2.460526,3.311111
Kenya,2008,6,Shigella,2.5,0
Kenya,2008,7,Shigella,1.136364,1
Kenya,2008,8,Shigella,1.857143,2.666667
Kenya,2008,9,Shigella,1.4,0
Kenya,2008,10,Shigella,7.733333,1
Kenya,2008,11,Shigella,3.345455,0
Kenya,2008,12,Shigella,0,1
Kenya,2009,1,Shigella,1.666667,0
Kenya,2009,2,Shigella,2.820513,2
Kenya,2009,3,Shigella,5.716667,6.48254
Kenya,2009,4,Shigella,0,2.222222
Kenya,2009,5,Shigella,1,2.5
Kenya,2009,6,Shigella,7.191667,0
Kenya,2009,7,Shigella,4.375,0
Kenya,2009,8,Shigella,0,0
Kenya,2009,9,Shigella,0,1
Kenya,2009,10,Shigella,1,1.5
Kenya,2009,11,Shigella,1.166667,0
Kenya,2009,12,Shigella,0,1
Kenya,2010,1,Shigella,1.1,1.428571
Kenya,2010,2,Shigella,2.811111,3.866667
Kenya,2010,3,Shigella,1.333333,0
Kenya,2010,4,Shigella,3.6,1
Kenya,2010,5,Shigella,3.111111,5
Kenya,2010,6,Shigella,1,0
Kenya,2010,7,Shigella,0,3.666667
Kenya,2010,8,Shigella,1.181818,1
Kenya,2010,9,Shigella,3.5,0
Kenya,2010,10,Shigella,0,0
Kenya,2010,11,Shigella,3.666667,0
Kenya,2010,12,Shigella,1,0
Kenya,2011,1,Shigella,0,1
Kenya,2008,1,V cholerae,0,0
Kenya,2008,2,V cholerae,0,0
Kenya,2008,3,V cholerae,0,0
Kenya,2008,4,V cholerae,0,0
Kenya,2008,5,V cholerae,0,0
Kenya,2008,6,V cholerae,0,1.5
Kenya,2008,7,V cholerae,0,0
Kenya,2008,8,V cholerae,0,0
Kenya,2008,9,V cholerae,0,0
Kenya,2008,10,V cholerae,0,0
Kenya,2008,11,V cholerae,0,0
Kenya,2008,12,V cholerae,0,0
Kenya,2009,1,V cholerae,0,0
Kenya,2009,2,V cholerae,0,0
Kenya,2009,3,V cholerae,0,0
Kenya,2009,4,V cholerae,0,0
Kenya,2009,5,V cholerae,0,0
Kenya,2009,6,V cholerae,0,0
Kenya,2009,7,V cholerae,0,0
Kenya,2009,8,V cholerae,0,0
Kenya,2009,9,V cholerae,0,0
Kenya,2009,10,V cholerae,2.805556,1
Kenya,2009,11,V cholerae,0,1
Kenya,2009,12,V cholerae,1.5,0
Kenya,2010,1,V cholerae,0,0
Kenya,2010,2,V cholerae,1.111111,0
Kenya,2010,3,V cholerae,0,0
Kenya,2010,4,V cholerae,0,0
Kenya,2010,5,V cholerae,0,0
Kenya,2010,6,V cholerae,0,0
Kenya,2010,7,V cholerae,0,0
Kenya,2010,8,V cholerae,0,0
Kenya,2010,9,V cholerae,0,0
Kenya,2010,10,V cholerae,0,0
Kenya,2010,11,V cholerae,0,0
Kenya,2010,12,V cholerae,0,0
Kenya,2011,1,V cholerae,0,0
Kenya,2008,1,ETEC ST,2.8,0
Kenya,2008,2,ETEC ST,23.98241,6.858333
Kenya,2008,3,ETEC ST,11.31845,2.583333
Kenya,2008,4,ETEC ST,1.166667,3.125
Kenya,2008,5,ETEC ST,1.210526,1.111111
Kenya,2008,6,ETEC ST,5.535714,1
Kenya,2008,7,ETEC ST,4.656061,0
Kenya,2008,8,ETEC ST,0,1
Kenya,2008,9,ETEC ST,3.288889,0
Kenya,2008,10,ETEC ST,6.4,1.166667
Kenya,2008,11,ETEC ST,1.545455,1.2
Kenya,2008,12,ETEC ST,3.371429,0
Kenya,2009,1,ETEC ST,2.453846,1.166667
Kenya,2009,2,ETEC ST,9.5,1.166667
Kenya,2009,3,ETEC ST,10.60833,1.4
Kenya,2009,4,ETEC ST,3.2,0
Kenya,2009,5,ETEC ST,9,2
Kenya,2009,6,ETEC ST,13.05833,1
Kenya,2009,7,ETEC ST,3.833333,0
Kenya,2009,8,ETEC ST,1.571429,0
Kenya,2009,9,ETEC ST,4.142857,0
Kenya,2009,10,ETEC ST,2.555556,0
Kenya,2009,11,ETEC ST,1.5,0
Kenya,2009,12,ETEC ST,1.25,0
Kenya,2010,1,ETEC ST,5.35,2.857143
Kenya,2010,2,ETEC ST,9.061111,1.333333
Kenya,2010,3,ETEC ST,1.25,0
Kenya,2010,4,ETEC ST,4.1,1
Kenya,2010,5,ETEC ST,3.507937,0
Kenya,2010,6,ETEC ST,1,2
Kenya,2010,7,ETEC ST,0,0
Kenya,2010,8,ETEC ST,1.181818,0
Kenya,2010,9,ETEC ST,0,0
Kenya,2010,10,ETEC ST,1.5,0
Kenya,2010,11,ETEC ST,3.2,2
Kenya,2010,12,ETEC ST,2.888889,0
Kenya,2011,1,ETEC ST,3.2,0
Kenya,2008,1,tEPEC,0,0
Kenya,2008,2,tEPEC,11.2619,0
Kenya,2008,3,tEPEC,7.553571,0
Kenya,2008,4,tEPEC,8.333333,0
Kenya,2008,5,tEPEC,6.010526,0
Kenya,2008,6,tEPEC,7.071429,2.5
Kenya,2008,7,tEPEC,4.136364,2
Kenya,2008,8,tEPEC,5.714286,0
Kenya,2008,9,tEPEC,0,1.222222
Kenya,2008,10,tEPEC,1.666667,0
Kenya,2008,11,tEPEC,1.545455,0
Kenya,2008,12,tEPEC,10.8381,0
Kenya,2009,1,tEPEC,6.757143,1.166667
Kenya,2009,2,tEPEC,12.21154,2.452381
Kenya,2009,3,tEPEC,4.541667,0
Kenya,2009,4,tEPEC,5.277778,1.428571
Kenya,2009,5,tEPEC,10.27778,1
Kenya,2009,6,tEPEC,7.366667,1
Kenya,2009,7,tEPEC,4,0
Kenya,2009,8,tEPEC,1.571429,0
Kenya,2009,9,tEPEC,3.666667,0
Kenya,2009,10,tEPEC,0,0
Kenya,2009,11,tEPEC,4.755556,2.142857
Kenya,2009,12,tEPEC,3.1,0
Kenya,2010,1,tEPEC,2.920455,0
Kenya,2010,2,tEPEC,1.1,0
Kenya,2010,3,tEPEC,1.090909,0
Kenya,2010,4,tEPEC,1,1
Kenya,2010,5,tEPEC,2.285714,0
Kenya,2010,6,tEPEC,1,1
Kenya,2010,7,tEPEC,1,0
Kenya,2010,8,tEPEC,0,0
Kenya,2010,9,tEPEC,0,0
Kenya,2010,10,tEPEC,2,1.333333
Kenya,2010,11,tEPEC,5.766667,0
Kenya,2010,12,tEPEC,0,0
Kenya,2011,1,tEPEC,5.888889,0
Kenya,2008,1,EAEC,0,0
Kenya,2008,2,EAEC,27.25427,1.4
Kenya,2008,3,EAEC,14.45536,1.333333
Kenya,2008,4,EAEC,5.5,1.125
Kenya,2008,5,EAEC,9.942105,1.2
Kenya,2008,6,EAEC,14.32143,2
Kenya,2008,7,EAEC,14.43355,0
Kenya,2008,8,EAEC,10.5,4.333333
Kenya,2008,9,EAEC,15.95397,2
Kenya,2008,10,EAEC,13.97619,2.166667
Kenya,2008,11,EAEC,12.00202,1.2
Kenya,2008,12,EAEC,20.13452,1.75
Kenya,2009,1,EAEC,6.314286,1.25
Kenya,2009,2,EAEC,8.208333,0
Kenya,2009,3,EAEC,4.416667,1.4
Kenya,2009,4,EAEC,6.227778,0
Kenya,2009,5,EAEC,3,0
Kenya,2009,6,EAEC,7.366667,0
Kenya,2009,7,EAEC,5.75,1.5
Kenya,2009,8,EAEC,0,3.2
Kenya,2009,9,EAEC,2.642857,0
Kenya,2009,10,EAEC,8,0
Kenya,2009,11,EAEC,3.533333,0
Kenya,2009,12,EAEC,5.1,0
Kenya,2010,1,EAEC,6.090909,6.785714
Kenya,2010,2,EAEC,4.422222,2.533333
Kenya,2010,3,EAEC,5.515152,0
Kenya,2010,4,EAEC,4.7,0
Kenya,2010,5,EAEC,4.996825,0
Kenya,2010,6,EAEC,2,0
Kenya,2010,7,EAEC,0,1.333333
Kenya,2010,8,EAEC,6.348485,1
Kenya,2010,9,EAEC,6.333333,0
Kenya,2010,10,EAEC,2.222222,0
Kenya,2010,11,EAEC,1.6,2
Kenya,2010,12,EAEC,5.666667,0
Kenya,2011,1,EAEC,7.422222,1
Kenya,2008,1,Cryptosporidium,0,0
Kenya,2008,2,Cryptosporidium,19.12527,0
Kenya,2008,3,Cryptosporidium,16.41369,1.125
Kenya,2008,4,Cryptosporidium,5.083333,1.125
Kenya,2008,5,Cryptosporidium,9.552632,0
Kenya,2008,6,Cryptosporidium,9.7,1.5
Kenya,2008,7,Cryptosporidium,7.542424,1
Kenya,2008,8,Cryptosporidium,5.214286,1
Kenya,2008,9,Cryptosporidium,0,0
Kenya,2008,10,Cryptosporidium,4.166667,0
Kenya,2008,11,Cryptosporidium,0,0
Kenya,2008,12,Cryptosporidium,7.654762,2.75
Kenya,2009,1,Cryptosporidium,0,0
Kenya,2009,2,Cryptosporidium,1.416667,0
Kenya,2009,3,Cryptosporidium,5.2,1.4
Kenya,2009,4,Cryptosporidium,8.177778,1.111111
Kenya,2009,5,Cryptosporidium,5.5,0
Kenya,2009,6,Cryptosporidium,10.19167,1
Kenya,2009,7,Cryptosporidium,11.08333,0
Kenya,2009,8,Cryptosporidium,5.611111,1.2
Kenya,2009,9,Cryptosporidium,5.285714,0
Kenya,2009,10,Cryptosporidium,7.972222,2.5
Kenya,2009,11,Cryptosporidium,5.777778,0
Kenya,2009,12,Cryptosporidium,7.55,0
Kenya,2010,1,Cryptosporidium,7.181818,0
Kenya,2010,2,Cryptosporidium,5.011111,1.2
Kenya,2010,3,Cryptosporidium,4.606061,0
Kenya,2010,4,Cryptosporidium,2.5,1
Kenya,2010,5,Cryptosporidium,7.311111,1.25
Kenya,2010,6,Cryptosporidium,1,0
Kenya,2010,7,Cryptosporidium,1,0
Kenya,2010,8,Cryptosporidium,0,0
Kenya,2010,9,Cryptosporidium,3.5,0
Kenya,2010,10,Cryptosporidium,3.444444,1.25
Kenya,2010,11,Cryptosporidium,6.6,0
Kenya,2010,12,Cryptosporidium,1,1
Kenya,2011,1,Cryptosporidium,9.088889,0
Kenya,2008,1,Rotavirus,0,0
Kenya,2008,2,Rotavirus,39.44995,0
Kenya,2008,3,Rotavirus,12.39286,0
Kenya,2008,4,Rotavirus,2.5,0
Kenya,2008,5,Rotavirus,2.310526,0
Kenya,2008,6,Rotavirus,1.25,0
Kenya,2008,7,Rotavirus,4.659091,1.25
Kenya,2008,8,Rotavirus,9.666667,0
Kenya,2008,9,Rotavirus,6.888889,1.222222
Kenya,2008,10,Rotavirus,10.0873,1.166667
Kenya,2008,11,Rotavirus,10.73737,0
Kenya,2008,12,Rotavirus,20.03929,1
Kenya,2009,1,Rotavirus,18.87408,1.5
Kenya,2009,2,Rotavirus,15.80769,1.285714
Kenya,2009,3,Rotavirus,4.541667,0
Kenya,2009,4,Rotavirus,5.9,1.111111
Kenya,2009,5,Rotavirus,2.5,1
Kenya,2009,6,Rotavirus,0,0
Kenya,2009,7,Rotavirus,5.541667,0
Kenya,2009,8,Rotavirus,16.99841,0
Kenya,2009,9,Rotavirus,11.88571,1.2
Kenya,2009,10,Rotavirus,5.833333,0
Kenya,2009,11,Rotavirus,7.888889,0
Kenya,2009,12,Rotavirus,3.6,0
Kenya,2010,1,Rotavirus,1,1.428571
Kenya,2010,2,Rotavirus,2.811111,0
Kenya,2010,3,Rotavirus,7.94697,1.4
Kenya,2010,4,Rotavirus,7.3,0
Kenya,2010,5,Rotavirus,4.885714,0
Kenya,2010,6,Rotavirus,3,0
Kenya,2010,7,Rotavirus,4,1.333333
Kenya,2010,8,Rotavirus,14.34394,2.333333
